Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Fotasvingen 48,55/331/0/8,3193000,70,320000,1915100,1.8,3447,Ingen,1.0
Fotasvingen 50,55/331/0/9,3836000,70,320000,2365200,1.8,4257,Ingen,1.0
Fotasvingen 58,55/331/0/10,3678000,70,320000,2254600,1.8,4058,Ingen,1.0
Fotasvingen 40,55/331/0/11,3558000,70,320000,2170600,1.8,3907,Ingen,1.0
Fotasvingen 42,55/331/0/12,3598000,70,320000,2198600,1.8,3957,Ingen,1.0
Fotasvingen 52,55/331/0/13,3275000,70,320000,1972500,1.8,3550,Ingen,1.0
Fotasvingen 54,55/331/0/14,3836000,70,320000,2365200,1.8,4257,Ingen,1.0
Fotasvingen 60,55/331/0/15,4031000,70,320000,2501700,1.8,4503,Ingen,1.0
55/332/0/0 0,55/332/0/0,0,100,0,0,4.0,0,Ingen,1.0
55/333/0/0 0,55/333/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/334/0/0 0,55/334/0/0,0,100,0,0,1.8,0,Ingen,1.0
Myrtrøvegen 6A,55/335/0/0,3664000,70,320000,2244800,1.8,4040,Ingen,1.0
Lertrøvegen 6,55/336/0/0,5811000,70,640000,3427700,1.8,6169,Ingen,2.0
Flatholmvegen 24C,55/338/0/0,5575000,70,320000,3582500,1.8,6448,Ingen,1.0
55/339/0/0 0,55/339/0/0,328000,100,0,328000,1.8,590,Ingen,1.0
55/340/0/0 0,55/340/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/342/0/0 0,55/342/0/0,0,100,0,0,4.0,0,Ingen,1.0
55/344/0/0 0,55/344/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/348/0/0 0,55/348/0/0,0,100,0,0,4.0,0,Ingen,1.0
55/349/0/0 0,55/349/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/350/0/0 0,55/350/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/351/0/0 0,55/351/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 26B,55/352/0/0,6390000,70,320000,4153000,1.8,7475,Ingen,1.0
Flatholmvegen 16,55/353/0/0,6806000,70,320000,4444200,1.8,7999,Ingen,1.0
55/354/0/0 0,55/354/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/355/0/0 0,55/355/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/356/0/0 0,55/356/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/357/0/0 0,55/357/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/358/0/0 0,55/358/0/0,0,100,0,0,1.8,0,Ingen,1.0
55/359/0/0 0,55/359/0/0,0,100,0,0,1.8,0,Ingen,1.0
Flatholmvegen 24A,55/361/0/0,6274000,70,320000,4071800,1.8,7329,Ingen,1.0
55/368/0/0 0,55/368/0/0,472000,100,0,472000,4.0,1888,Ingen,1.0
Flatholmvegen 12A,55/373/0/0,6429000,70,320000,4180300,1.8,7524,Ingen,1.0
Sandmarkvegen 12,56/1/0/0,3768000,70,320000,2317600,1.8,4171,Ingen,1.0
Liavegen 23,56/2/0/0,3700000,70,320000,2270000,1.8,4086,Ingen,1.0
Liavegen 29,56/3/0/0,3152000,70,320000,1886400,1.8,3395,Ingen,1.0
Sandmarkvegen 8B,56/4/0/0,2500000,70,320000,1430000,1.8,2574,Ingen,1.0
Liavegen 17,56/5/0/0,4118000,70,320000,2562600,1.8,4612,Ingen,1.0
Liavegen 27,56/6/0/0,6578000,70,640000,3964600,1.8,7136,Ingen,2.0
Sandmarkvegen 10,56/7/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Liavegen 25,56/8/0/0,5952000,70,640000,3526400,1.8,6347,Ingen,2.0
Liavegen 31,56/9/0/0,4873000,70,320000,3091100,1.8,5563,Ingen,1.0
Liavegen 19,56/10/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Sandmarkvegen 8A,56/11/0/0,9563000,70,320000,6374100,1.8,11473,Ingen,1.0
Liavegen 21,56/12/0/0,6142000,70,320000,3979400,1.8,7162,Ingen,1.0
Sandmarkvegen 8C,56/13/0/0,7614000,70,320000,5009800,1.8,9017,Ingen,1.0
Karlslystvegen 27,57/1/0/0,2294000,70,640000,965800,1.8,1738,§ 5 h delvis,2.0
Korntrøvegen 19,57/1/2/0,4500000,70,320000,2830000,1.8,5094,Ingen,1.0
Korntrøvegen 16,57/1/4/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Korntrøvegen 14,57/1/6/0,4500000,70,320000,2830000,1.8,5094,Ingen,1.0
Korntrøvegen 4,57/1/7/0,3093000,70,320000,1845100,1.8,3321,Ingen,1.0
Sandmarkvegen 5,57/1/8/0,4515000,70,320000,2840500,1.8,5112,Ingen,1.0
Korntrøvegen 2,57/1/9/0,3608000,70,320000,2205600,1.8,3970,Ingen,1.0
Liavegen 1,57/1/10/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Liavegen 12,57/1/12/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Korntrøvegen 9,57/1/13/0,6215000,70,320000,4030500,1.8,7254,Ingen,1.0
Liavegen 7,57/1/14/0,3745000,70,320000,2301500,1.8,4142,Ingen,1.0
Kirkegata 1,57/3/0/0,7064000,70,960000,3984800,1.8,7172,Ingen,3.0
Kirkegata 1,57/3/0/0,1164000,100,0,1164000,4.0,4656,Ingen,1.0
Kirkegata 6,57/4/0/0,3770000,70,320000,2319000,1.8,4174,Ingen,1.0
Kirkegata 6,57/4/0/0,390000,100,0,390000,4.0,1560,Ingen,1.0
Brubakken 0,57/5/0/0,0,100,0,0,1.8,0,Ingen,1.0
Malvikvegen 1361,57/10/0/0,0,100,0,0,1.8,0,Ingen,1.0
Øyavegen 1,57/11/0/1,3750000,70,320000,2305000,1.8,4149,Ingen,1.0
Øyavegen 1,57/11/0/2,3587000,70,320000,2190900,1.8,3943,Ingen,1.0
Øyavegen 1,57/11/0/3,2642000,70,320000,1529400,1.8,2752,Ingen,1.0
Øyavegen 1,57/11/0/4,2953000,70,320000,1747100,1.8,3144,Ingen,1.0
Øyavegen 1,57/11/0/5,2607000,70,320000,1504900,1.8,2708,Ingen,1.0
Øyavegen 1,57/11/0/6,2953000,70,320000,1747100,1.8,3144,Ingen,1.0
Øyavegen 1,57/11/0/7,3587000,70,320000,2190900,1.8,3943,Ingen,1.0
Øyavegen 1,57/11/0/8,3587000,70,320000,2190900,1.8,3943,Ingen,1.0
Øyavegen 1,57/11/0/9,2642000,70,320000,1529400,1.8,2752,Ingen,1.0
Øyavegen 1,57/11/0/10,2816000,70,320000,1651200,1.8,2972,Ingen,1.0
Øyavegen 1,57/11/0/11,2536000,70,320000,1455200,1.8,2619,Ingen,1.0
Øyavegen 1,57/11/0/12,3021000,70,320000,1794700,1.8,3230,Ingen,1.0
Øyavegen 1,57/11/0/13,3587000,70,320000,2190900,1.8,3943,Ingen,1.0
Øyavegen 1,57/11/0/14,3587000,70,320000,2190900,1.8,3943,Ingen,1.0
Øyavegen 1,57/11/0/15,2642000,70,320000,1529400,1.8,2752,Ingen,1.0
Øyavegen 1,57/11/0/16,2285000,70,320000,1279500,1.8,2303,Ingen,1.0
Øyavegen 1,57/11/0/17,2536000,70,320000,1455200,1.8,2619,Ingen,1.0
Øyavegen 1,57/11/0/18,3021000,70,320000,1794700,1.8,3230,Ingen,1.0
Øyavegen 1,57/11/0/19,4535000,100,0,4535000,4.0,18140,Ingen,1.0
Øyavegen 2,57/14/0/0,3440000,70,960000,1448000,1.8,2606,Ingen,3.0
Øyavegen 10,57/15/0/0,1855000,70,320000,978500,1.8,1761,Ingen,1.0
Johan Nygaardsvolds Gate 4,57/16/0/0,3182000,70,320000,1907400,1.8,3433,Ingen,1.0
Johan Nygaardsvolds Gate 10,57/17/0/0,3327000,70,320000,2008900,1.8,3616,Ingen,1.0
Johan Nygaardsvolds Gate 29,57/19/0/0,5108000,70,320000,3255600,1.8,5860,Ingen,1.0
Johan Nygaardsvolds Gate 25A,57/20/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Markavegen 6,57/21/0/0,5886000,70,320000,3800200,1.8,6840,Ingen,1.0
Fagratunvegen 2,57/23/0/0,6870000,70,320000,4489000,1.8,8080,Ingen,1.0
Hommelvik Bruk 0,57/24/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 47,57/25/0/0,9260000,70,320000,6162000,1.8,11091,Ingen,1.0
Liavegen 4,57/26/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Øyavegen 14,57/27/0/0,5435000,70,320000,3484500,1.8,6272,Ingen,1.0
Malvikvegen 1344,57/30/0/0,1312000,100,0,1312000,4.0,5248,Ingen,1.0
57/31/0/0 0,57/31/0/0,575000,100,0,575000,4.0,2300,Ingen,1.0
Nessvegen 6B,57/32/0/0,3484000,70,320000,2118800,1.8,3813,Ingen,1.0
Sandberg 0,57/33/0/0,0,100,0,0,1.8,0,Ingen,1.0
Voldmo 0,57/36/0/0,0,100,0,0,4.0,0,Ingen,1.0
Bjørkli 2 0,57/37/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 5,57/38/0/0,6641000,70,320000,4328700,1.8,7791,Ingen,1.0
Sandmarkvegen 11,57/39/0/0,3799000,70,320000,2339300,1.8,4210,Ingen,1.0
Sandmarkvegen 13,57/40/0/0,7283000,70,320000,4778100,1.8,8600,Ingen,1.0
Mellem Hommelvik A 0,57/41/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sandmarkvegen 7,57/42/0/0,6150000,70,640000,3665000,1.8,6597,Ingen,2.0
Korntrøvegen 6,57/43/0/0,3745000,70,320000,2301500,1.8,4142,Ingen,1.0
Johan Nygaardsvolds Gate 14,57/44/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Markavegen 1,57/45/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Johan Nygaardsvolds Gate 12,57/46/0/0,4013000,70,320000,2489100,1.8,4480,Ingen,1.0
Johan Nygaardsvolds Gate 8,57/47/0/0,4869000,70,320000,3088300,1.8,5558,Ingen,1.0
Johan Nygaardsvolds Gate 37,57/49/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Korntrøvegen 12,57/50/0/0,6227000,70,320000,4038900,1.8,7270,Ingen,1.0
Sandmarkvegen 9,57/51/0/0,4674000,70,320000,2951800,1.8,5313,Ingen,1.0
Sandmarkvegen 14,57/52/0/0,82000,100,0,82000,1.8,147,Ingen,1.0
Sandmarkvegen 0,57/52/0/0,41000,100,0,41000,1.8,73,Ingen,1.0
Sandmarkvegen 14,57/52/0/0,41000,100,0,41000,1.8,73,Ingen,1.0
Sandmarkvegen 14E,57/52/0/0,41000,100,0,41000,1.8,73,Ingen,1.0
Sandmarkvegen 14,57/52/0/0,41000,100,0,41000,1.8,73,Ingen,1.0
Liavegen 79,57/53/0/0,4797000,70,320000,3037900,1.8,5468,Ingen,1.0
Høybyvegen 236,57/54/0/0,931000,70,320000,331700,1.8,597,Ingen,1.0
Brandsletta 4A,57/56/0/0,3930000,70,320000,2431000,1.8,4375,Ingen,1.0
Nessbakkvegen 2,57/57/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Malvikvegen 1355,57/58/0/0,5202000,70,320000,3321400,1.8,5978,Ingen,1.0
Korntrøberget 0,57/61/0/0,0,100,0,0,1.8,0,Ingen,1.0
Korntrøvegen 20,57/61/1/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Korntrøvegen 22,57/61/2/0,5132000,70,640000,2952400,1.8,5314,Ingen,2.0
Korntrøvegen 21,57/61/3/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Korntrøvegen 24,57/61/4/0,5752000,70,320000,3706400,1.8,6671,Ingen,1.0
Korntrøvegen 23,57/61/5/0,5819000,70,640000,3433300,1.8,6179,Ingen,2.0
Liavegen 75,57/65/0/0,4118000,70,320000,2562600,1.8,4612,Ingen,1.0
Borkdalen 6A,57/66/0/0,4375000,70,320000,2742500,1.8,4936,Ingen,1.0
Liavegen 77,57/67/0/0,5000000,70,320000,3180000,1.8,5724,Ingen,1.0
Liavegen 9,57/70/0/0,2633000,70,320000,1523100,1.8,2741,Ingen,1.0
Liavegen 13,57/71/0/0,5435000,70,320000,3484500,1.8,6272,Ingen,1.0
Liavegen 37,57/72/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Nessbakkvegen 8,57/75/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Sandmarkvegen 6B,57/77/0/0,1780000,70,320000,926000,1.8,1666,Ingen,1.0
Brandslet Østre 0,57/78/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sørnesset 0,57/80/0/0,0,100,0,0,1.8,0,Ingen,1.0
Borkdalen 2,57/82/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Johan Nygaardsvolds Gate 16,57/83/0/0,3034000,70,320000,1803800,1.8,3246,Ingen,1.0
Malvikvegen 1357,57/84/0/0,2961000,100,0,2961000,4.0,11844,Ingen,1.0
Johan Nygaardsvolds Gate 33,57/86/0/0,3772000,70,320000,2320400,1.8,4176,Ingen,1.0
Øyavegen 12,57/88/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Hommelvik Bruk Ii 0,57/89/0/0,0,100,0,0,1.8,0,Ingen,1.0
Øyavegen 6,57/92/0/0,1588000,70,320000,791600,1.8,1424,Ingen,1.0
Nessvegen 2,57/93/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Paulinelund 0,57/94/0/0,0,100,0,0,1.8,0,Ingen,1.0
Nessbakkvegen 6,57/96/0/0,3608000,70,320000,2205600,1.8,3970,Ingen,1.0
Nessvegen 8,57/97/0/0,3034000,70,320000,1803800,1.8,3246,Ingen,1.0
Lysheim 0,57/98/0/0,43000,100,0,43000,1.8,77,Ingen,1.0
Johan Nygaardsvolds Gate 23,57/99/0/0,4965000,70,320000,3155500,1.8,5679,Ingen,1.0
Borkdalen 4,57/101/0/0,3960000,70,320000,2452000,1.8,4413,Ingen,1.0
Øyavegen 8,57/103/0/0,2560000,70,320000,1472000,1.8,2649,Ingen,1.0
Markavegen 5,57/104/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Markavegen 3,57/105/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Brandsletta 5,57/106/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Shell 2 0,57/107/0/0,0,100,0,0,4.0,0,Ingen,1.0
Brandsletta 2,57/108/0/0,4247000,70,320000,2652900,1.8,4775,Ingen,1.0
Brandsletta 3,57/109/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Nessbakkvegen 12,57/110/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Brandsletta 1,57/112/0/0,3269000,70,320000,1968300,1.8,3542,Ingen,1.0
Nessbakkvegen 10,57/113/0/0,4748000,70,320000,3003600,1.8,5406,Ingen,1.0
Sandmarkvegen 15,57/115/0/0,3247000,70,320000,1952900,1.8,3515,Ingen,1.0
Liavegen 6,57/117/0/0,3853000,70,320000,2377100,1.8,4278,Ingen,1.0
Sandsletta I 0,57/118/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sandsletta 0,57/119/0/0,24000,100,0,24000,1.8,43,Ingen,1.0
Nessvegen 17,57/120/0/0,5945000,70,640000,3521500,1.8,6338,Ingen,2.0
Johan Nygaardsvolds Gate 27,57/121/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Liavegen 22,57/123/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Skolegata 7,57/124/0/0,4625000,70,320000,2917500,1.8,5251,Ingen,1.0
Nessvegen 10,57/125/0/0,4013000,70,320000,2489100,1.8,4480,Ingen,1.0
Liavegen 8,57/126/0/0,4425000,70,320000,2777500,1.8,4999,Ingen,1.0
Sandmarkvegen 1,57/127/0/0,0,100,0,0,1.8,0,Ingen,1.0
Kirkegata 2,57/129/0/0,114000,100,0,114000,4.0,456,Ingen,1.0
Liavegen 3,57/131/0/0,5132000,70,640000,2952400,1.8,5314,Ingen,2.0
Nessvegen 19,57/132/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Brandsletta 8,57/133/0/0,5013000,70,320000,3189100,1.8,5740,Ingen,1.0
Nessbakkvegen 4,57/134/0/0,4625000,70,320000,2917500,1.8,5251,Ingen,1.0
Heimen I 0,57/135/0/0,0,100,0,0,1.8,0,Ingen,1.0
Fagratunvegen 23,57/139/0/0,4065000,70,320000,2525500,1.8,4545,Ingen,1.0
Sandmarkvegen 16,57/140/0/0,3372000,70,640000,1720400,1.8,3096,Ingen,2.0
Sandmarkvegen 18,57/141/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Sandmarkvegen 20,57/142/0/0,3608000,70,320000,2205600,1.8,3970,Ingen,1.0
Liavegen 15,57/145/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Nessvegen 14,57/146/0/0,4374000,70,320000,2741800,1.8,4935,Ingen,1.0
Nessvegen 16,57/147/0/0,3469000,70,320000,2108300,1.8,3794,Ingen,1.0
Nessvegen 18,57/148/0/0,3663000,70,320000,2244100,1.8,4039,Ingen,1.0
Nessvegen 20,57/149/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Nessvegen 22,57/150/0/0,4248000,70,320000,2653600,1.8,4776,Ingen,1.0
Fagratunvegen 1,57/151/0/0,2898000,70,320000,1708600,1.8,3075,Ingen,1.0
Fagratunvegen 3,57/152/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Fagratunvegen 5A,57/153/0/0,2889000,70,320000,1702300,1.8,3064,Ingen,1.0
Nessvegen 23,57/154/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Shell Ii 0,57/156/0/0,0,100,0,0,4.0,0,Ingen,1.0
Fagratunvegen 13,57/158/0/0,4915000,70,640000,2800500,1.8,5040,Ingen,2.0
Liavegen 35,57/160/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Liavegen 33,57/161/0/0,5365000,70,640000,3115500,1.8,5607,Ingen,2.0
Danielstrøa 12,57/162/0/0,4869000,70,320000,3088300,1.8,5558,Ingen,1.0
Automaten 0,57/163/0/0,0,100,0,0,4.0,0,Ingen,1.0
Skolegata 3,57/164/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Liavegen 10,57/168/0/0,5908000,70,320000,3815600,1.8,6868,Ingen,1.0
Fagratunvegen 7,57/169/0/0,5085000,70,320000,3239500,1.8,5831,Ingen,1.0
Sandmarkvegen 23,57/174/0/0,4965000,70,320000,3155500,1.8,5679,Ingen,1.0
Liavegen 45,57/175/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Tillegg Til Vårmo 0,57/177/0/0,0,100,0,0,1.8,0,Ingen,1.0
Fagratunvegen 11,57/178/0/0,5085000,70,320000,3239500,1.8,5831,Ingen,1.0
Gullheim 0,57/180/0/0,0,100,0,0,1.8,0,Ingen,1.0
Fagratunvegen 6,57/182/0/0,3608000,70,320000,2205600,1.8,3970,Ingen,1.0
Nessvegen 21,57/184/0/0,4723000,70,320000,2986100,1.8,5374,Ingen,1.0
Nessvegen 25,57/185/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Danielstrøa 6A,57/186/0/0,5296000,70,320000,3387200,1.8,6096,Ingen,1.0
Danielstrøa 8B,57/187/0/0,3505000,70,320000,2133500,1.8,3840,Ingen,1.0
Danielstrøa 10,57/188/0/0,4699000,70,320000,2969300,1.8,5344,Ingen,1.0
Korntrøvegen 10,57/189/0/0,5061000,70,320000,3222700,1.8,5800,Ingen,1.0
Danielstrøa 24,57/190/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Danielstrøa 26,57/191/0/0,4039000,70,320000,2507300,1.8,4513,Ingen,1.0
Danielstrøa 14B,57/192/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Danielstrøa 16A,57/193/0/0,6193000,70,320000,4015100,1.8,7227,Ingen,1.0
Danielstrøa 18,57/194/0/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Danielstrøa 20,57/195/0/0,7259000,70,640000,4441300,1.8,7994,Ingen,2.0
Danielstrøa 22,57/196/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Danielstrøa 28,57/197/0/0,4221000,70,320000,2634700,1.8,4742,Ingen,1.0
Danielstrøa 30,57/198/0/0,5775000,70,320000,3722500,1.8,6700,Ingen,1.0
Danielstrøa 8A,57/200/0/0,3584000,70,320000,2188800,1.8,3939,Ingen,1.0
Skolegata 11,57/201/0/0,5819000,70,320000,3753300,1.8,6755,Ingen,1.0
Skolegata 17,57/202/0/0,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Johan Nygaardsvolds Gate 21,57/203/0/0,4797000,70,320000,3037900,1.8,5468,Ingen,1.0
Øyavegen 16,57/205/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Trongdalen 3,57/207/0/0,4650000,70,320000,2935000,1.8,5283,Ingen,1.0
Liavegen 41,57/210/0/0,3440000,70,320000,2088000,1.8,3758,Ingen,1.0
Johan Nygaardsvolds Gate 31,57/211/0/0,3663000,70,320000,2244100,1.8,4039,Ingen,1.0
Fagratunvegen 15,57/212/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Liavegen 43,57/213/0/0,5412000,70,320000,3468400,1.8,6243,Ingen,1.0
Tillegg Råa 0,57/214/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 81,57/215/0/0,5273000,70,320000,3371100,1.8,6067,Ingen,1.0
Brandsletta 4C,57/216/0/0,5908000,70,320000,3815600,1.8,6868,Ingen,1.0
Skolesletten Iii 0,57/218/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Randiheim 0,57/219/0/0,57000,100,0,57000,1.8,102,Ingen,1.0
Skolegata 9,57/220/0/0,4102000,70,320000,2551400,1.8,4592,Ingen,1.0
Sandmarkvegen 24,57/224/0/0,5319000,70,320000,3403300,1.8,6125,Ingen,1.0
Nessbakkvegen 7,57/225/0/0,3718000,70,320000,2282600,1.8,4108,Ingen,1.0
Nessvegen 4,57/226/0/0,5417000,70,320000,3471900,1.8,6249,Ingen,1.0
Trongdalen 1B,57/227/0/0,5997000,70,320000,3877900,1.8,6980,Ingen,1.0
Tillegg Til Tovestua 0,57/228/0/0,180000,100,0,180000,1.8,324,Ingen,1.0
Karlslystvegen 16,57/229/0/0,6521000,70,320000,4244700,1.8,7640,Ingen,1.0
Karlslystvegen 20,57/230/0/0,0,100,0,0,1.8,0,Ingen,1.0
Karlslystvegen 18,57/231/0/0,2934000,70,320000,1733800,1.8,3120,Ingen,1.0
Tillegg Til Åsen I 0,57/232/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 11,57/233/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Trongdalen 4,57/237/0/0,7775000,70,320000,5122500,1.8,9220,Ingen,1.0
Trongdalen 6,57/238/0/0,4375000,70,320000,2742500,1.8,4936,Ingen,1.0
Tillegg Til Stubmo 0,57/239/0/0,0,100,0,0,1.8,0,Ingen,1.0
Liavegen 18,57/240/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Sollund 0,57/241/0/0,0,100,0,0,1.8,0,Ingen,1.0
Brandsletta 4B,57/243/0/0,4298000,70,320000,2688600,1.8,4839,Ingen,1.0
Skogen I 0,57/244/0/0,0,100,0,0,1.8,0,Ingen,1.0
Sandmarkvegen 22,57/245/0/0,5249000,70,320000,3354300,1.8,6037,Ingen,1.0
Fagratunvegen 5B,57/246/0/0,4010000,70,320000,2487000,1.8,4476,Ingen,1.0
Øyavegen 24,57/247/0/0,9332000,70,320000,6212400,1.8,11182,Ingen,1.0
Tillegg Til Reina 0,57/248/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Lilletun 0,57/249/0/0,0,100,0,0,1.8,0,Ingen,1.0
Øyavegen 44,57/251/0/1,2218000,70,320000,1232600,1.8,2218,Ingen,1.0
Øyavegen 46,57/251/0/2,2733000,70,320000,1593100,1.8,2867,Ingen,1.0
Øyavegen 50,57/251/0/3,1703000,70,320000,872100,1.8,1569,Ingen,1.0
Øyavegen 48,57/251/0/4,2776000,70,320000,1623200,1.8,2921,Ingen,1.0
Øyavegen 48,57/251/0/5,2776000,70,320000,1623200,1.8,2921,Ingen,1.0
Øyavegen 34,57/251/0/6,3478000,70,320000,2114600,1.8,3806,Ingen,1.0
Øyavegen 36,57/251/0/7,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 38,57/251/0/8,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 40,57/251/0/9,3638000,70,320000,2226600,1.8,4007,Ingen,1.0
Øyavegen 42,57/251/0/10,3397000,70,320000,2057900,1.8,3704,Ingen,1.0
Øyavegen 42,57/251/0/11,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 42,57/251/0/12,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 42,57/251/0/13,5126000,70,320000,3268200,1.8,5882,Ingen,1.0
Øyavegen 26,57/251/0/14,2903000,70,320000,1712100,1.8,3081,Ingen,1.0
Øyavegen 28,57/251/0/15,3558000,70,320000,2170600,1.8,3907,Ingen,1.0
Øyavegen 30,57/251/0/16,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 32,57/251/0/17,3152000,70,320000,1886400,1.8,3395,Ingen,1.0
Øyavegen 42,57/251/0/18,4186000,70,320000,2610200,1.8,4698,Ingen,1.0
Øyavegen 42,57/251/0/19,3598000,70,320000,2198600,1.8,3957,Ingen,1.0
Øyavegen 42,57/251/0/20,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Øyavegen 42,57/251/0/21,3234000,70,320000,1943800,1.8,3498,Ingen,1.0
Korntrøvegen 17,57/256/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Øyavegen 17,57/257/0/0,0,100,0,0,4.0,0,Ingen,1.0
Liavegen 20,57/258/0/0,4965000,70,320000,3155500,1.8,5679,Ingen,1.0
Korntrøvegen 15,57/261/0/0,3637000,70,640000,1905900,1.8,3430,Ingen,2.0
Sandmarkvegen 4,57/263/0/0,3372000,70,320000,2040400,1.8,3672,Ingen,1.0
Liavegen 49,57/266/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Korntrøvegen 13A,57/272/0/0,3721000,70,320000,2284700,1.8,4112,Ingen,1.0
Danielstrøa 38,57/273/0/0,4247000,70,320000,2652900,1.8,4775,Ingen,1.0
Borkdal B 0,57/274/0/0,0,100,0,0,1.8,0,Ingen,1.0
Danielstrøa 14A,57/275/0/0,5085000,70,320000,3239500,1.8,5831,Ingen,1.0
Fagratunvegen 8,57/276/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Danielstrøa 16B,57/277/0/0,3772000,70,640000,2000400,1.8,3600,Ingen,2.0
Parsell A 0,57/280/0/0,0,100,0,0,1.8,0,Ingen,1.0
Karlslystvegen 125,57/284/0/0,0,100,0,0,1.8,0,Ingen,1.0
Danielstrøa 34,57/288/0/0,4013000,70,320000,2489100,1.8,4480,Ingen,1.0
Danielstrøa 36,57/289/0/0,5595000,70,320000,3596500,1.8,6473,Ingen,1.0
Danielstrøa 32,57/290/0/0,6746000,70,640000,4082200,1.8,7347,Ingen,2.0
Danielstrøa 40,57/291/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Korntrøvegen 11,57/295/0/0,4133000,70,640000,2253100,1.8,4055,Ingen,2.0
