Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak,faktor
Johan Ellingsens Veg 2,1/673/0/0,9020000,70,320000,5994000,1.8,10789,Ingen,1.0
Johan Ellingsens Veg 4A,1/674/0/1,5370000,70,320000,3439000,1.8,6190,Ingen,1.0
Johan Ellingsens Veg 4B,1/674/0/2,5370000,70,320000,3439000,1.8,6190,Ingen,1.0
Johan Ellingsens Veg 6A,1/675/0/1,4692000,70,320000,2964400,1.8,5335,Ingen,1.0
Johan Ellingsens Veg 6B,1/675/0/2,4692000,70,320000,2964400,1.8,5335,Ingen,1.0
Johan Ellingsens Veg 8A,1/676/0/1,5910000,70,320000,3817000,1.8,6870,Ingen,1.0
Johan Ellingsens Veg 8B,1/676/0/2,5870000,70,320000,3789000,1.8,6820,Ingen,1.0
Johan Ellingsens Veg 5,1/679/0/0,7270000,70,320000,4769000,1.8,8584,Ingen,1.0
Johan Ellingsens Veg 7,1/680/0/0,13080000,70,320000,8836000,1.8,15904,Ingen,1.0
Johan Ellingsens Veg 9A,1/681/0/1,4889000,70,320000,3102300,1.8,5584,Ingen,1.0
Johan Ellingsens Veg 9B,1/681/0/2,4865000,70,320000,3085500,1.8,5553,Ingen,1.0
Johan Ellingsens Veg 11A,1/682/0/1,4865000,70,320000,3085500,1.8,5553,Ingen,1.0
Johan Ellingsens Veg 11B,1/682/0/2,4865000,70,320000,3085500,1.8,5553,Ingen,1.0
Johan Ellingsens Veg 12,1/683/0/0,8661000,70,320000,5742700,1.8,10336,Ingen,1.0
Johan Ellingsens veg 14,1/684/0/0,5264000,70,320000,3364800,1.8,6056,Ingen,1.0
Johan Ellingsens Veg 16,1/685/0/0,11053000,70,640000,7097100,1.8,12774,Ingen,2.0
Johan Ellingsens Veg 18A,1/686/0/1,10429000,70,320000,6980300,1.8,12564,Ingen,1.0
Johan Ellingsens Veg 18B,1/686/0/2,4361000,70,320000,2732700,1.8,4918,Ingen,1.0
Olav Magnussons Veg 49B,1/690/0/0,3897000,70,320000,2407900,1.8,4334,Ingen,1.0
Sakslundvegen 20,1/693/0/0,7716000,70,320000,5081200,1.8,9146,Ingen,1.0
Armfeldts Veg 4C,1/694/0/1,6123000,70,320000,3966100,1.8,7138,Ingen,1.0
Armfeldts Veg 4D,1/694/0/2,8369000,70,320000,5538300,1.8,9968,Ingen,1.0
Malvikvegen 173,1/695/0/0,5061000,70,320000,3222700,1.8,5800,Ingen,1.0
Saxe Viks Veg 51,2/1/0/0,1936000,70,960000,395200,1.8,711,§ 5 h delvis,3.0
Saxe Viks Veg 51,2/1/0/0,3400000,100,0,3400000,4.0,13600,§ 5 h delvis,1.0
Saksvikrydningen 0,2/2/0/0,88000,100,0,88000,1.8,158,Ingen,1.0
Markabygdvegen 34,2/3/0/0,4065000,70,960000,1885500,1.8,3393,§ 5 h delvis,3.0
Sjøvegen 10,2/4/0/0,10450000,70,640000,6675000,1.8,12015,Ingen,2.0
Rikkas Veg 5,2/5/0/0,6787000,70,960000,3790900,1.8,6823,Ingen,3.0
Ekornvegen 1,2/7/0/0,5365000,70,640000,3115500,1.8,5607,Ingen,2.0
Rønningsvegen 23,2/8/0/0,5480000,70,320000,3516000,1.8,6328,Ingen,1.0
Rønningsvegen 21A,2/10/0/1,4199000,70,320000,2619300,1.8,4714,Ingen,1.0
Rønningsvegen 21B,2/10/0/2,3423000,70,320000,2076100,1.8,3736,Ingen,1.0
Rønningsvegen 21C,2/10/0/3,3620000,70,320000,2214000,1.8,3985,Ingen,1.0
Rønningsvegen 21D,2/10/0/4,3555000,70,320000,2168500,1.8,3903,Ingen,1.0
Rønningsvegen 19B,2/11/0/0,5389000,70,320000,3452300,1.8,6214,Ingen,1.0
Ekornvegen 42,2/14/0/0,5819000,70,640000,3433300,1.8,6179,Ingen,2.0
Troldhaugen 0,2/15/0/0,0,100,0,0,1.8,0,Ingen,1.0
Olav Magnussons Veg 6A,2/16/0/0,5249000,70,320000,3354300,1.8,6037,Ingen,1.0
Skogvilla 0,2/17/0/0,12000,100,0,12000,1.8,21,Ingen,1.0
Vidsjaa 0,2/18/0/0,0,100,0,0,1.8,0,Ingen,1.0
Lassvebergvegen 3,2/19/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Rikkas Veg 1,2/20/0/0,5819000,70,640000,3433300,1.8,6179,Ingen,2.0
Florabakken 4,2/22/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Vidsjåvegen 5,2/23/0/0,5952000,70,320000,3846400,1.8,6923,Ingen,1.0
Saxe Viks Veg 54,2/24/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Saxe Viks Veg 32,2/25/0/0,4845000,70,320000,3071500,1.8,5528,Ingen,1.0
Vidsjåvegen 1,2/26/0/0,6683000,70,320000,4358100,1.8,7844,Ingen,1.0
Ekornvegen 7A,2/27/0/0,5775000,70,320000,3722500,1.8,6700,Ingen,1.0
Skogstien 15A,2/29/0/1,3396000,70,320000,2057200,1.8,3702,Ingen,1.0
Skogstien 15B,2/29/0/2,3439000,70,320000,2087300,1.8,3757,Ingen,1.0
Skogstien 17A,2/29/0/3,3330000,70,320000,2011000,1.8,3619,Ingen,1.0
Skogstien 17B,2/29/0/4,3157000,70,320000,1889900,1.8,3401,Ingen,1.0
Skogstien 19A,2/29/0/5,3439000,70,320000,2087300,1.8,3757,Ingen,1.0
Skogstien 19B,2/29/0/6,3566000,70,320000,2176200,1.8,3917,Ingen,1.0
Skogstien 21A,2/29/0/7,3439000,70,320000,2087300,1.8,3757,Ingen,1.0
Skogstien 21B,2/29/0/8,3224000,70,320000,1936800,1.8,3486,Ingen,1.0
Rådyrvegen 5,2/30/0/0,5617000,70,320000,3611900,1.8,6501,Ingen,1.0
Rådyrvegen 10,2/31/0/0,7931000,70,320000,5231700,1.8,9417,Ingen,1.0
Rådyrvegen 9B,2/32/0/1,5647000,70,320000,3632900,1.8,6539,Ingen,1.0
Rådyrvegen 9A,2/32/0/2,5647000,70,320000,3632900,1.8,6539,Ingen,1.0
Rådyrvegen 4,2/33/0/0,4723000,70,320000,2986100,1.8,5374,Ingen,1.0
Rådyrvegen 15,2/35/0/0,4307000,70,320000,2694900,1.8,4850,Ingen,1.0
Gullhaugvegen 20B,2/36/0/0,7716000,70,640000,4761200,1.8,8570,Ingen,2.0
Rådyrvegen 11B,2/37/0/1,5502000,70,320000,3531400,1.8,6356,Ingen,1.0
Rådyrvegen 11A,2/37/0/2,5569000,70,320000,3578300,1.8,6440,Ingen,1.0
Gullhaugvegen 26,2/38/0/0,6787000,70,320000,4430900,1.8,7975,Ingen,1.0
Rydheim 0,2/41/0/0,0,100,0,0,1.8,0,Ingen,1.0
Rådyrvegen 6A,2/42/0/1,3882000,70,320000,2397400,1.8,4315,Ingen,1.0
Rådyrvegen 6B,2/42/0/2,4495000,70,320000,2826500,1.8,5087,Ingen,1.0
Rådyrvegen 6C,2/42/0/3,4329000,70,320000,2710300,1.8,4878,Ingen,1.0
Rådyrvegen 6D,2/42/0/4,4329000,70,320000,2710300,1.8,4878,Ingen,1.0
Rådyrvegen 6E,2/42/0/5,4363000,70,320000,2734100,1.8,4921,Ingen,1.0
Rådyrvegen 6F,2/42/0/6,4261000,70,320000,2662700,1.8,4792,Ingen,1.0
Gullhaugvegen 10,2/45/0/0,5730000,70,640000,3371000,1.8,6067,Ingen,2.0
Lillesjøvegen 2,2/46/0/0,3799000,70,320000,2339300,1.8,4210,Ingen,1.0
Lillesjøvegen 3,2/48/0/0,5997000,70,320000,3877900,1.8,6980,Ingen,1.0
Saxeborgvegen 7,2/49/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Fjordglimt 0,2/50/0/0,0,100,0,0,4.0,0,Ingen,1.0
Sjøvegen 12,2/51/0/0,0,70,640000,0,1.8,0,Ingen,2.0
Gullhaugvegen 24,2/53/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Gullhaugvegen 22,2/54/0/0,6599000,70,320000,4299300,1.8,7738,Ingen,1.0
Elgstien 1,2/55/0/0,5908000,70,320000,3815600,1.8,6868,Ingen,1.0
Gullhaugvegen 10B,2/56/0/0,9284000,70,640000,5858800,1.8,10545,Ingen,2.0
Haugli 0,2/57/0/0,114000,100,0,114000,1.8,205,Ingen,1.0
Åsheim 0,2/59/0/0,43000,100,0,43000,1.8,77,Ingen,1.0
Markabygdvegen 60,2/61/0/0,5508000,70,320000,3535600,1.8,6364,Ingen,1.0
Markabygdvegen 58,2/62/0/0,11851000,70,320000,7975700,1.8,14356,Ingen,1.0
Kåre Kongsbrors Veg 4,2/63/0/0,12121000,70,640000,7844700,1.8,14120,Ingen,2.0
Saxeborgvegen 17,2/64/0/0,0,100,0,0,1.8,0,Ingen,1.0
Magnus Barfots Veg 5,2/65/0/0,7178000,70,320000,4704600,1.8,8468,Ingen,1.0
Markabygdvegen 31,2/67/0/0,2159000,70,320000,1191300,1.8,2144,Ingen,1.0
Markabygdvegen 33,2/68/0/0,1258000,70,320000,560600,1.8,1009,Ingen,1.0
Saxe Viks Veg 38,2/69/0/0,6258000,70,320000,4060600,1.8,7309,Ingen,1.0
Rådyrvegen 17,2/70/0/0,4600000,70,320000,2900000,1.8,5220,Ingen,1.0
Markabygdvegen 25,2/71/0/0,3391000,70,320000,2053700,1.8,3696,Ingen,1.0
Rådyrvegen 2,2/72/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Saksvikkorsen 3,2/73/0/0,3525000,70,640000,1827500,1.8,3289,Ingen,2.0
Rådyrvegen 1,2/74/0/0,6040000,70,640000,3588000,1.8,6458,Ingen,2.0
Skogstien 10,2/75/0/0,4748000,70,320000,3003600,1.8,5406,Ingen,1.0
Skogstien 8,2/76/0/0,6047000,70,320000,3912900,1.8,7043,Ingen,1.0
Saxeborgvegen 8,2/78/0/0,9236000,70,640000,5825200,1.8,10485,Ingen,2.0
Lillesjøvegen 5,2/80/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Lillesjøvegen 8,2/81/0/0,5061000,70,320000,3222700,1.8,5800,Ingen,1.0
Saxe Viks Veg 73,2/82/0/0,3745000,70,320000,2301500,1.8,4142,Ingen,1.0
Malvikvegen 181,2/83/0/0,6725000,70,640000,4067500,1.8,7321,Ingen,2.0
Olav Magnussons Veg 10B,2/84/0/0,6500000,70,640000,3910000,1.8,7038,Ingen,2.0
Hyggen 0,2/87/0/0,50000,100,0,50000,1.8,90,Ingen,1.0
Saxeborgvegen 15,2/88/0/0,6641000,70,320000,4328700,1.8,7791,Ingen,1.0
Kåre Kongsbrors Veg 4B,2/89/0/0,8648000,70,320000,5733600,1.8,10320,Ingen,1.0
Magnus Barfots Veg 3,2/90/0/0,5365000,70,640000,3115500,1.8,5607,Ingen,2.0
Olav Magnussons Veg 4,2/91/0/0,2787000,70,320000,1630900,1.8,2935,Ingen,1.0
Nordbakk 0,2/92/0/0,0,100,0,0,1.8,0,Ingen,1.0
Kåre Kongsbrors Veg 9,2/93/0/0,8728000,70,320000,5789600,1.8,10421,Ingen,1.0
Lillesjøvegen 11,2/94/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxeborgvegen 19,2/96/0/1,4492000,70,320000,2824400,1.8,5083,Ingen,1.0
Saxeborgvegen 21,2/96/0/2,8110000,70,320000,5357000,1.8,9642,Ingen,1.0
Lillesjøvegen 9,2/97/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Duevegen 3A,2/98/0/0,6150000,70,640000,3665000,1.8,6597,Ingen,2.0
Magnus Barfots Veg 9A,2/99/0/0,3996000,70,320000,2477200,1.8,4458,Ingen,1.0
Gullhaugvegen 2A,2/101/0/0,5226000,70,320000,3338200,1.8,6008,Ingen,1.0
Saxe Viks Veg 67,2/104/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Duevegen 1B,2/105/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Lillesjøvegen 4A,2/106/0/0,6106000,70,320000,3954200,1.8,7117,Ingen,1.0
Saxe Viks Veg 52,2/107/0/0,5617000,70,320000,3611900,1.8,6501,Ingen,1.0
Saxe Viks Veg 69,2/108/0/0,3580000,70,320000,2186000,1.8,3934,Ingen,1.0
Duevegen 6,2/109/0/0,3123000,70,320000,1866100,1.8,3358,Ingen,1.0
Kåre Kongsbrors Veg 19D,2/110/0/0,712000,100,0,712000,1.8,1281,Ingen,1.0
Saxe Viks Veg 56,2/112/0/0,5997000,70,320000,3877900,1.8,6980,Ingen,1.0
Kåre Kongsbrors Veg 14,2/114/0/0,10548000,70,320000,7063600,1.8,12714,Ingen,1.0
Sjøvegen 4,2/115/0/0,8005000,70,640000,4963500,1.8,8934,Ingen,2.0
Sigrid Saxedatters Veg 10,2/119/0/0,6683000,70,640000,4038100,1.8,7268,Ingen,2.0
Kåre Kongsbrors Veg 19C,2/120/0/1,5618000,70,320000,3612600,1.8,6502,Ingen,1.0
Kåre Kongsbrors Veg 19B,2/120/0/2,3826000,70,320000,2358200,1.8,4244,Ingen,1.0
Markabygdvegen 27,2/121/0/0,3071000,70,320000,1829700,1.8,3293,Ingen,1.0
Kåre Kongsbrors Veg 19,2/122/0/0,6683000,70,320000,4358100,1.8,7844,Ingen,1.0
Jervstien 5,2/123/0/0,3960000,70,320000,2452000,1.8,4413,Ingen,1.0
Kåre Kongsbrors Veg 15,2/125/0/0,5085000,70,320000,3239500,1.8,5831,Ingen,1.0
Skogstien 2,2/126/0/0,5819000,70,320000,3753300,1.8,6755,Ingen,1.0
Kåre Kongsbrors Veg 5,2/127/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Tillegg Til Sletta 0,2/130/0/0,0,100,0,0,1.8,0,Ingen,1.0
Lillesjøvegen 6,2/131/0/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Tillegg Til Fjelheim 0,2/132/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxe Viks Veg 71,2/133/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Markabygdvegen 66,2/134/0/0,0,70,320000,0,1.8,0,Ingen,1.0
Saxeborgvegen 5A,2/135/0/0,6427000,70,640000,3858900,1.8,6946,Ingen,2.0
Saxe Viks Veg 63,2/136/0/1,3374000,70,320000,2041800,1.8,3675,Ingen,1.0
Saxe Viks Veg 65,2/136/0/2,3290000,70,320000,1983000,1.8,3569,Ingen,1.0
Saxe Viks Veg 59,2/137/0/0,5502000,70,640000,3211400,1.8,5780,Ingen,2.0
Saxe Viks Veg 61,2/139/0/0,3663000,70,320000,2244100,1.8,4039,Ingen,1.0
Markabygdvegen 64,2/142/0/0,2569000,70,320000,1478300,1.8,2660,Ingen,1.0
Kåre Kongsbrors Veg 13,2/143/0/0,5249000,70,320000,3354300,1.8,6037,Ingen,1.0
Magnus Barfots Veg 17B,2/144/0/1,4146000,70,320000,2582200,1.8,4647,Ingen,1.0
Magnus Barfots Veg 17A,2/144/0/2,4146000,70,320000,2582200,1.8,4647,Ingen,1.0
Olav Magnussons Veg 12B,2/145/0/0,7279000,70,320000,4775300,1.8,8595,Ingen,1.0
Duevegen 12,2/147/0/0,6128000,70,320000,3969600,1.8,7145,Ingen,1.0
Kåre Kongsbrors Veg 7,2/148/0/0,5132000,70,320000,3272400,1.8,5890,Ingen,1.0
Kåre Kongsbrors Veg 8,2/149/0/0,3853000,70,320000,2377100,1.8,4278,Ingen,1.0
Ekornvegen 20D,2/150/0/0,6106000,70,320000,3954200,1.8,7117,Ingen,1.0
Kåre Kongsbrors Veg 2,2/151/0/0,5930000,70,320000,3831000,1.8,6895,Ingen,1.0
Kåre Kongsbrors Veg 6,2/152/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Kåre Kongsbrors Veg 10,2/153/0/0,3960000,70,320000,2452000,1.8,4413,Ingen,1.0
Sjøvegen 6,2/154/0/0,6787000,70,320000,4430900,1.8,7975,Ingen,1.0
Kåre Kongsbrors Veg 17B,2/155/0/0,6311000,70,640000,3777700,1.8,6799,Ingen,2.0
Olav Magnussons Veg 34,2/157/0/0,3933000,70,320000,2433100,1.8,4379,Ingen,1.0
Kåre Kongsbrors Veg 17A,2/158/0/0,6299000,70,320000,4089300,1.8,7360,Ingen,1.0
Duevegen 14,2/159/0/0,2974000,70,320000,1761800,1.8,3171,Ingen,1.0
Kåre Kongsbrors Veg 23,2/160/0/0,43000,100,0,43000,1.8,77,Ingen,1.0
Kåre Kongsbrors Veg 21,2/161/0/0,6430000,70,640000,3861000,1.8,6949,Ingen,2.0
Kåre Kongsbrors Veg 15B,2/162/0/0,5997000,70,640000,3557900,1.8,6404,Ingen,2.0
Olav Magnussons Veg 44,2/163/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Olav Magnussons Veg 42A,2/164/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Olav Magnussons Veg 42B,2/165/0/0,5179000,70,320000,3305300,1.8,5949,Ingen,1.0
Sigrid Saxedatters Veg 4,2/166/0/0,4600000,70,320000,2900000,1.8,5220,Ingen,1.0
Sigrid Saxedatters Veg 6,2/167/0/1,5091000,70,320000,3243700,1.8,5838,Ingen,1.0
Sigrid Saxedatters Veg 6,2/167/0/2,3528000,70,320000,2149600,1.8,3869,Ingen,1.0
Sigrid Saxedatters Veg 3,2/169/0/0,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Sigrid Saxedatters Veg 8,2/170/0/0,3384000,70,320000,2048800,1.8,3687,Ingen,1.0
Kåre Kongsbrors Veg 12B,2/172/0/0,4446000,70,320000,2792200,1.8,5025,Ingen,1.0
Sigrid Saxedatters Veg 1A,2/173/0/1,2464000,70,320000,1404800,1.8,2528,Ingen,1.0
Sigrid Saxedatters Veg 1B,2/173/0/2,3256000,70,320000,1959200,1.8,3526,Ingen,1.0
Sigrid Saxedatters Veg 1A,2/173/0/3,2889000,70,320000,1702300,1.8,3064,Ingen,1.0
Duevegen 7,2/174/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Olav Magnussons Veg 69B,2/175/0/0,4298000,70,320000,2688600,1.8,4839,Ingen,1.0
Olav Magnussons Veg 69A,2/176/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Olsheim 0,2/177/0/0,0,100,0,0,1.8,0,Ingen,1.0
Tillegg Til Laupbakken 0,2/180/0/0,171000,100,0,171000,1.8,307,Ingen,1.0
Duevegen 10,2/181/0/0,4600000,70,320000,2900000,1.8,5220,Ingen,1.0
Saksvikkorsen 4,2/183/0/0,5797000,70,320000,3737900,1.8,6728,Ingen,1.0
Duevegen 5,2/185/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Kåre Kongsbrors Veg 16,2/187/0/0,5997000,70,320000,3877900,1.8,6980,Ingen,1.0
Kåre Kongsbrors Veg 18B,2/188/0/0,3646000,70,320000,2232200,1.8,4017,Ingen,1.0
Kåre Kongsbrors Veg 20,2/189/0/0,0,100,0,0,1.8,0,Ingen,1.0
Kåre Kongsbrors Veg 25,2/190/0/0,6387000,70,320000,4150900,1.8,7471,Ingen,1.0
Kåre Kongsbrors Veg 27,2/191/0/0,7137000,70,320000,4675900,1.8,8416,Ingen,1.0
Den Regulerte Del Av Sakshaug 0,2/194/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saksvikkorsen 2,2/195/0/0,4195000,70,320000,2616500,1.8,4709,Ingen,1.0
Markabygdvegen 62,2/196/0/0,4065000,70,640000,2205500,1.8,3969,Ingen,2.0
Saxe Viks Veg 49C,2/197/0/0,5163000,70,320000,3294100,1.8,5929,Ingen,1.0
Tillegg Til Orholt 0,2/199/0/0,0,100,0,0,1.8,0,Ingen,1.0
Stibakken 3,2/201/0/0,5730000,70,320000,3691000,1.8,6643,Ingen,1.0
Saxeborgvegen 12,2/203/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Stibakken 1,2/204/0/0,6215000,70,640000,3710500,1.8,6678,Ingen,2.0
Duevegen 2,2/205/0/0,3440000,70,320000,2088000,1.8,3758,Ingen,1.0
Olav Magnussons Veg 54,2/207/0/0,4375000,70,320000,2742500,1.8,4936,Ingen,1.0
Sigurd Slembes Veg 2,2/208/0/0,6472000,70,320000,4210400,1.8,7578,Ingen,1.0
Sigurd Slembes Veg 1,2/209/0/0,4525000,70,320000,2847500,1.8,5125,Ingen,1.0
Tora Saxedatters Veg 2,2/210/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Tora Saxedatters Veg 1,2/211/0/0,3772000,70,320000,2320400,1.8,4176,Ingen,1.0
Olav Magnussons Veg 56,2/212/0/0,5819000,70,320000,3753300,1.8,6755,Ingen,1.0
Olav Magnussons Veg 58,2/213/0/0,4247000,70,320000,2652900,1.8,4775,Ingen,1.0
Olav Magnussons Veg 60,2/214/0/0,8277000,70,320000,5473900,1.8,9853,Ingen,1.0
Olav Magnussons Veg 62,2/215/0/0,5108000,70,640000,2935600,1.8,5284,Ingen,2.0
Olav Magnussons Veg 64,2/216/0/0,4989000,70,320000,3172300,1.8,5710,Ingen,1.0
Tora Saxedatters Veg 3,2/217/0/0,4699000,70,640000,2649300,1.8,4768,Ingen,2.0
Tora Saxedatters Veg 5,2/218/0/0,3718000,70,320000,2282600,1.8,4108,Ingen,1.0
Sigrid Saxedatters Veg 5A,2/219/0/0,3646000,70,640000,1912200,1.8,3441,Ingen,2.0
Sigrid Saxedatters Veg 5B,2/220/0/0,3238000,70,320000,1946600,1.8,3503,Ingen,1.0
Tora Saxedatters Veg 7,2/221/0/0,4575000,70,320000,2882500,1.8,5188,Ingen,1.0
Tora Saxedatters Veg 9,2/222/0/0,6258000,70,320000,4060600,1.8,7309,Ingen,1.0
Tora Saxedatters Veg 4,2/223/0/0,4400000,70,320000,2760000,1.8,4968,Ingen,1.0
Sigurd Slembes Veg 4,2/224/0/0,5458000,70,320000,3500600,1.8,6301,Ingen,1.0
Sigurd Slembes Veg 6,2/225/0/0,3691000,70,640000,1943700,1.8,3498,Ingen,2.0
Sigurd Slembes Veg 8A,2/226/0/1,4714000,70,320000,2979800,1.8,5363,Ingen,1.0
Sigurd Slembes Veg 8B,2/226/0/2,5870000,70,320000,3789000,1.8,6820,Ingen,1.0
Sigurd Slembes Veg 10,2/227/0/0,4772000,70,320000,3020400,1.8,5436,Ingen,1.0
Sigurd Slembes Veg 12,2/228/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Sigurd Slembes Veg 14,2/229/0/0,4699000,70,320000,2969300,1.8,5344,Ingen,1.0
Sigurd Slembes Veg 16,2/230/0/0,5594000,70,320000,3595800,1.8,6472,Ingen,1.0
Sigrid Saxedatters Veg 7,2/231/0/0,4144000,70,320000,2580800,1.8,4645,Ingen,1.0
Sigrid Saxedatters Veg 9,2/232/0/0,4723000,70,320000,2986100,1.8,5374,Ingen,1.0
Sigrid Saxedatters Veg 11,2/233/0/0,5930000,70,320000,3831000,1.8,6895,Ingen,1.0
Magnus Barfots Veg 19,2/234/0/0,4748000,70,320000,3003600,1.8,5406,Ingen,1.0
Magnus Barfots Veg 21B,2/235/0/0,5219000,70,640000,3013300,1.8,5423,Ingen,2.0
Magnus Barfots Veg 23,2/236/0/0,4092000,70,320000,2544400,1.8,4579,Ingen,1.0
Magnus Barfots Veg 22,2/237/0/0,4821000,70,320000,3054700,1.8,5498,Ingen,1.0
Magnus Barfots Veg 24,2/238/0/0,4893000,70,320000,3105100,1.8,5589,Ingen,1.0
Magnus Barfots Veg 26,2/239/0/0,4065000,70,320000,2525500,1.8,4545,Ingen,1.0
Kåre Kongsbrors Veg 22,2/240/0/0,1532000,70,320000,752400,1.8,1354,Ingen,1.0
Sigurd Slembes Veg 15,2/241/0/0,8047000,70,640000,4992900,1.8,8987,Ingen,2.0
Sigurd Slembes Veg 17,2/242/0/0,5296000,70,640000,3067200,1.8,5520,Ingen,2.0
Sigurd Slembes Veg 19,2/243/0/0,4400000,70,640000,2440000,1.8,4392,Ingen,2.0
Sigurd Slembes Veg 21,2/244/0/0,5662000,70,320000,3643400,1.8,6558,Ingen,1.0
Rønningsvegen 19C,2/245/0/0,9197000,70,320000,6117900,1.8,11012,Ingen,1.0
Granly 0,2/247/0/0,0,100,0,0,1.8,0,Ingen,1.0
Markavegen Iii 0,2/248/0/0,0,100,0,0,1.8,0,Ingen,1.0
Trekanten 0,2/250/0/0,0,100,0,0,1.8,0,Ingen,1.0
Saxeborgvegen 10,2/251/0/0,6215000,70,320000,4030500,1.8,7254,Ingen,1.0
Duevegen 4,2/252/0/0,5685000,70,320000,3659500,1.8,6587,Ingen,1.0
270685l 2 Av Saksvik Nedre 0,2/253/0/0,0,100,0,0,1.8,0,Ingen,1.0
Falkvegen 7,2/254/0/0,3933000,70,320000,2433100,1.8,4379,Ingen,1.0
Stibakken 5,2/255/0/0,8277000,70,320000,5473900,1.8,9853,Ingen,1.0
Sigurd Slembes Veg 22,2/257/0/0,13230000,70,640000,8621000,1.8,15517,Ingen,2.0
Saxe Viks Veg 30,2/258/0/0,5179000,70,320000,3305300,1.8,5949,Ingen,1.0
Magnus Barfots Veg 1,2/259/0/0,4247000,70,320000,2652900,1.8,4775,Ingen,1.0
Sigurd Slembes Veg 20,2/260/0/0,4869000,70,320000,3088300,1.8,5558,Ingen,1.0
Olav Magnussons Veg 12,2/261/0/0,4349000,70,320000,2724300,1.8,4903,Ingen,1.0
Stibakken 7,2/263/0/0,6040000,70,320000,3908000,1.8,7034,Ingen,1.0
Falkvegen 5,2/264/0/0,0,100,0,0,1.8,0,Ingen,1.0
Falkvegen 3,2/265/0/0,5685000,70,320000,3659500,1.8,6587,Ingen,1.0
Falkvegen 1,2/266/0/0,4170000,70,320000,2599000,1.8,4678,Ingen,1.0
Olav Magnussons Veg 67A,2/268/0/0,4273000,70,320000,2671100,1.8,4807,Ingen,1.0
Sigurd Slembes Veg 18A,2/269/0/0,4119000,70,320000,2563300,1.8,4613,Ingen,1.0
Sigurd Slembes Veg 24B,2/270/0/0,12839000,70,640000,8347300,1.8,15025,Ingen,2.0
Sigurd Slembes Veg 26,2/271/0/0,3580000,70,320000,2186000,1.8,3934,Ingen,1.0
Sigurd Slembes Veg 28,2/272/0/0,5249000,70,320000,3354300,1.8,6037,Ingen,1.0
Trekanten 0,2/273/0/0,98000,100,0,98000,1.8,176,Ingen,1.0
Stibakken 9,2/274/0/0,5662000,70,320000,3643400,1.8,6558,Ingen,1.0
Tillegg Til Solhaug 0,2/275/0/0,0,100,0,0,1.8,0,Ingen,1.0
Kåre Kongsbrors Veg 11,2/278/0/0,6683000,70,640000,4038100,1.8,7268,Ingen,2.0
Falkvegen 4,2/280/0/0,6599000,70,320000,4299300,1.8,7738,Ingen,1.0
Falkvegen 2B,2/281/0/0,4927000,70,320000,3128900,1.8,5632,Ingen,1.0
Olav Magnussons Veg 66,2/282/0/0,3880000,70,320000,2396000,1.8,4312,Ingen,1.0
Falkvegen 6,2/283/0/0,4941000,70,320000,3138700,1.8,5649,Ingen,1.0
Haukvegen 1,2/284/0/0,4709000,70,320000,2976300,1.8,5357,Ingen,1.0
Lillesjøvegen 1,2/285/0/0,5108000,70,320000,3255600,1.8,5860,Ingen,1.0
Sigurd Slembes Veg 18B,2/286/0/0,4468000,70,320000,2807600,1.8,5053,Ingen,1.0
Saxe Viks Veg 22,2/287/0/0,6019000,70,640000,3573300,1.8,6431,Ingen,2.0
Duevegen 8,2/288/0/0,4118000,70,320000,2562600,1.8,4612,Ingen,1.0
Haukvegen 4,2/290/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
Haukvegen 2,2/291/0/0,5365000,70,320000,3435500,1.8,6183,Ingen,1.0
