Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Markabygdvegen 694,35/46/0/0,1 089 000,70%,200 000 562 300,"1,9‰",1 068,Ingen,
Hønstadvegen 68,35/47/0/0,2 074 000,70%,200 000 1 251 800,"1,9‰",2 378,Ingen,
Markabygdvegen 681,35/49/0/0,772 000,70%,200 000 340 400,"1,9‰",646,Ingen,
Oppsjøen 10,35/53/0/0,583 000,70%,200 000 208 100,"1,9‰",395,Ingen,
Markabygdvegen 685,35/55/0/0,1 022 000,70%,200 000 515 400,"1,9‰",979,Ingen,
Hønstadvegen 25,35/56/0/0,3 650 000,70%,200 000 2 355 000,"1,9‰",4 474,Ingen,
Markabygdvegen 653,35/57/0/0,674 000,70%,200 000 271 800,"1,9‰",516,Ingen,
Markabygdvegen 683,35/59/0/0,482 000,70%,200 000 137 400,"1,9‰",261,Ingen,
Hønstadvegen 26,35/60/0/0,502 000,70%,200 000 151 400,"1,9‰",287,Ingen,
Hønstadvegen 89,35/62/0/0,543 000,70%,200 000 180 100,"1,9‰",342,Ingen,
Hasetvegen 278,36/1/0/0,2 691 000,70%,600 000 1 283 700,"1,9‰",2 439,,
Hasetvegen 297,36/2/0/0,591 000,70%,200 000 213 700,"1,9‰",406,,
Oppsjøen 2,36/3/0/0,920 000,70%,200 000 444 000,"1,9‰",843,Ingen,
Malvik 0,36/4/0/0,3 665 000,70%,200 000 2 365 500,"1,9‰",4 494,Ingen,
Vikhamar 0,36/6/0/0,2 966 000,70%,200 000 1 876 200,"1,9‰",3 564,Ingen,
Haset 0,36/7/0/0,3 785 000,70%,200 000 2 449 500,"1,9‰",4 654,Ingen,
Oppsjøen 18,36/8/0/0,503 000,70%,200 000 152 100,"1,9‰",288,Ingen,
Oppsjøen 16,36/9/0/0,470 000,70%,200 000 129 000,"1,9‰",245,Ingen,
Forbordvegen 310,37/1/0/0,1 443 000,70%,400 000 610 100,"1,9‰",1 159,,
Forbordvegen 320,37/3/0/0,1 174 000,70%,200 000 621 800,"1,9‰",1 181,Ingen,
Forbordvegen 294,37/4/0/0,8 965 000,70%,200 000 6 075 500,"1,9‰",11 543,Ingen,
Forbordvegen 380,37/5/0/0,3 614 000,70%,200 000 2 329 800,"1,9‰",4 426,Ingen,
Forbordvegen 298,37/6/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Forbordvegen 360,38/1/0/0,3 251 000,70%,400 000 1 875 700,"1,9‰",3 563,,
Skjenstadvegen 6,38/2/0/0,2 598 000,70%,400 000 1 418 600,"1,9‰",2 695,Ingen,
Forbordvegen 332,38/7/0/0,3 475 000,70%,200 000 2 232 500,"1,9‰",4 241,Ingen,
Forbordvegen 348,38/8/0/0,8 472 000,70%,200 000 5 730 400,"1,9‰",10 887,Ingen,
Forbordvegen 350,38/9/0/0,3 351 000,70%,200 000 2 145 700,"1,9‰",4 076,Ingen,
Forbordvegen 354,38/10/0/0,8 213 000,70%,200 000 5 549 100,"1,9‰",10 543,Ingen,
Forbordvegen 352,38/11/0/0,3 170 000,70%,200 000 2 019 000,"1,9‰",3 836,Ingen,
Forbordvegen 330A,38/12/0/3,3 024 000,70%,200 000 1 916 800,"1,9‰",3 641,Ingen,
Forbordvegen 330B,38/12/0/4,3 198 000,70%,200 000 2 038 600,"1,9‰",3 873,Ingen,
Forbordvegen 326,38/13/0/0,2 871 000,70%,200 000 1 809 700,"1,9‰",3 438,Ingen,
Vikhamar 0,38/14/0/0,4 293 000,70%,400 000 2 605 100,"1,9‰",4 949,Ingen,
Skjenstadvegen 2,38/15/0/0,2 558 000,100%,0 2 558 000,4‰,10 232,Ingen,
0 0,38/17/0/0,6 604 000,70%,200 000 4 422 800,"1,9‰",8 403,Ingen,
Forbordvegen 334,38/18/0/0,10 167 000,70%,200 000 6 916 900,"1,9‰",13 142,Ingen,
Engan Vikhamar 0,39/1/0/0,2 761 000,70%,800 000 1 132 700,"1,9‰",2 152,,
Vikhamar 0,39/2/0/0,2 658 000,70%,200 000 1 660 600,"1,9‰",3 155,Ingen,
Haset 0,39/3/0/0,4 165 000,70%,200 000 2 715 500,"1,9‰",5 159,Ingen,
Hasetvegen 250,39/4/0/0,6 805 000,70%,200 000 4 563 500,"1,9‰",8 670,Ingen,
0 0,39/5/0/0,7 746 000,70%,200 000 5 222 200,"1,9‰",9 922,Ingen,
Vuluvegen 91,40/1/0/0,3 494 000,70%,400 000 2 045 800,"1,9‰",3 887,,
Vuluvegen 109,40/2/0/0,3 135 000,70%,600 000 1 594 500,"1,9‰",3 029,,
Vulluvegen 0,40/6/0/0,1 624 000,70%,400 000 736 800,"1,9‰",1 399,,
Brannlivegen 5,40/13/0/0,512 000,70%,200 000 158 400,"1,9‰",300,Ingen,
Vuluvegen 61B,40/14/0/0,5 149 000,70%,200 000 3 404 300,"1,9‰",6 468,Ingen,
Vuluvegen 69,40/15/0/0,4 913 000,70%,400 000 3 039 100,"1,9‰",5 774,Ingen,
Vuluvegen 68,40/16/0/0,4 197 000,70%,200 000 2 737 900,"1,9‰",5 202,Ingen,
Vuluvegen 71A,40/18/0/0,2 477 000,70%,200 000 1 533 900,"1,9‰",2 914,Ingen,
Vuluvegen 67,40/19/0/0,3 700 000,70%,200 000 2 390 000,"1,9‰",4 541,Ingen,
Vuluvegen 115,40/20/0/0,3 818 000,70%,200 000 2 472 600,"1,9‰",4 697,Ingen,
Vuluvegen 0,40/21/0/0,3 422 000,70%,200 000 2 195 400,"1,9‰",4 171,Ingen,
Vuluvegen 77,40/23/0/0,4 452 000,70%,200 000 2 916 400,"1,9‰",5 541,Ingen,
Vuluvegen 65,40/25/0/0,3 545 000,70%,200 000 2 281 500,"1,9‰",4 334,Ingen,
Vuluvegen 73,40/27/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Vuluvegen 75B,40/28/0/0,3 404 000,70%,200 000 2 182 800,"1,9‰",4 147,Ingen,
Vuluvegen 71B,40/29/0/0,4 452 000,70%,200 000 2 916 400,"1,9‰",5 541,Ingen,
Tillegg Til Vuluryggen 0,40/30/0/0,361 000,100%,0 361 000,"1,9‰",685,Ingen,
Vuluvegen 94,40/32/0/0,4 169 000,70%,200 000 2 718 300,"1,9‰",5 164,Ingen,
Vuluvegen 61A,40/34/0/0,6 532 000,70%,400 000 4 172 400,"1,9‰",7 927,Ingen,
Vuluvegen 96,40/36/0/0,9 098 000,70%,400 000 5 968 600,"1,9‰",11 340,Ingen,
Vuluvegen 75A,40/37/0/0,5 821 000,70%,200 000 3 874 700,"1,9‰",7 361,Ingen,
Møllevegen 1,41/1/0/0,4 822 000,70%,200 000 3 175 400,"1,9‰",6 033,Ingen,
Torp 0,41/2/0/0,1 391 000,70%,200 000 773 700,"1,9‰",1 470,,
Torpaunet A. 0,41/3/0/0,380 000,100%,0 380 000,"1,9‰",722,Ingen,
Vuluvegen 22,42/1/0/0,4 690 000,70%,200 000 3 083 000,"1,9‰",5 857,,
Skansenvegen 2,42/2/0/0,6 450 000,70%,200 000 4 315 000,"1,9‰",8 198,Ingen,
Skansenvegen 16,42/3/0/0,3 665 000,70%,800 000 1 765 500,"1,9‰",3 354,Ingen,
Sandviken 0,42/6/0/0,76 000,100%,0 76 000,"1,9‰",144,Ingen,
Vuluvegen 57,42/8/0/0,1 892 000,70%,400 000 924 400,"1,9‰",1 756,,
Vuluvegen 41,42/10/0/0,1 850 000,70%,200 000 1 095 000,"1,9‰",2 080,,
Vuluvegen 46,42/13/0/0,4 002 000,70%,200 000 2 601 400,"1,9‰",4 942,Ingen,
Vuluvegen 107,42/15/0/0,1 386 000,70%,200 000 770 200,"1,9‰",1 463,Ingen,
Storsandvegen 2,42/16/0/0,1 522 000,70%,200 000 865 400,"1,9‰",1 644,Ingen,
Sandfoten 0,42/18/0/0,1 587 000,100%,0 1 587 000,4‰,6 348,Ingen,
Malvikvegen 773,42/19/0/0,3 386 000,70%,200 000 2 170 200,"1,9‰",4 123,Ingen,
Vuluvegen 63,42/20/0/0,632 000,70%,200 000 242 400,"1,9‰",460,Ingen,
Midtsandvegen 4,42/21/0/0,1 708 000,70%,200 000 995 600,"1,9‰",1 891,Ingen,
Sagelvvegen 6,42/22/0/0,3 562 000,70%,200 000 2 293 400,"1,9‰",4 357,Ingen,
Skansenvegen 5,42/23/0/0,3 134 000,70%,200 000 1 993 800,"1,9‰",3 788,Ingen,
Midtsandvegen 12,42/26/0/0,16 043 000,100%,0 16 043 000,4‰,64 172,Ingen,
Skansenvegen 18,42/28/0/0,1 495 000,70%,200 000 846 500,"1,9‰",1 608,Ingen,
Sagelvvegen 2,42/30/0/0,3 351 000,70%,200 000 2 145 700,"1,9‰",4 076,Ingen,
Storsandvegen 7,42/31/0/0,1 453 000,70%,200 000 817 100,"1,9‰",1 552,Ingen,
Storsandvegen 9,42/32/0/0,1 697 000,70%,200 000 987 900,"1,9‰",1 877,Ingen,
Malvikvegen 755A,42/33/0/1,4 485 000,70%,200 000 2 939 500,"1,9‰",5 585,Ingen,
Malvikvegen 755B,42/33/0/2,4 500 000,70%,200 000 2 950 000,"1,9‰",5 605,Ingen,
Skansenvegen 7,42/35/0/0,3 097 000,70%,200 000 1 967 900,"1,9‰",3 739,Ingen,
Midtsandvegen 10,42/36/0/0,1 698 000,100%,0 1 698 000,4‰,6 792,Ingen,
Vuluvegen 1,42/37/0/0,3 078 000,70%,200 000 1 954 600,"1,9‰",3 713,Ingen,
Vuluvegen 5,42/38/0/0,2 697 000,70%,200 000 1 687 900,"1,9‰",3 207,Ingen,
Vuluvegen 3,42/39/0/0,3 297 000,70%,200 000 2 107 900,"1,9‰",4 005,Ingen,
Malvikvegen 751,42/40/0/0,2 118 000,70%,200 000 1 282 600,"1,9‰",2 436,Ingen,
Vuluvegen 43,42/41/0/0,3 422 000,70%,400 000 1 995 400,"1,9‰",3 791,Ingen,
Vuluvegen 7,42/44/0/0,3 168 000,70%,200 000 2 017 600,"1,9‰",3 833,Ingen,
Vuluvegen 23,42/48/0/0,3 818 000,70%,200 000 2 472 600,"1,9‰",4 697,Ingen,
Malvikvegen 771,42/49/0/0,3 333 000,70%,200 000 2 133 100,"1,9‰",4 052,Ingen,
Sagelvvegen 4,42/50/0/0,3 768 000,70%,200 000 2 437 600,"1,9‰",4 631,Ingen,
Malvikvegen 680,42/51/0/0,3 648 000,70%,200 000 2 353 600,"1,9‰",4 471,Ingen,
Vuluvegen 25,42/52/0/0,4 483 000,70%,200 000 2 938 100,"1,9‰",5 582,Ingen,
Vuluvegen 29,42/54/0/0,5 298 000,70%,200 000 3 508 600,"1,9‰",6 666,Ingen,
Vuluvegen 31,42/55/0/0,3 683 000,70%,400 000 2 178 100,"1,9‰",4 138,Ingen,
Vuluvegen 35,42/56/0/0,2 966 000,70%,200 000 1 876 200,"1,9‰",3 564,Ingen,
Vuluvegen 33,42/57/0/0,3 097 000,70%,200 000 1 967 900,"1,9‰",3 739,Ingen,
Vuluvegen 45,42/63/0/0,3 457 000,70%,200 000 2 219 900,"1,9‰",4 217,Ingen,
Sagelvvegen 7,42/68/0/0,3 579 000,70%,200 000 2 305 300,"1,9‰",4 380,Ingen,
Vuluvegen 58,42/69/0/0,3 852 000,70%,400 000 2 296 400,"1,9‰",4 363,Ingen,
Vuluvegen 9,42/70/0/0,3 538 000,70%,200 000 2 276 600,"1,9‰",4 325,Ingen,
Malvikvegen 753,42/73/0/0,5 684 000,70%,200 000 3 778 800,"1,9‰",7 179,Ingen,
Storsandvegen 5,42/75/0/0,6 280 000,100%,0 6 280 000,4‰,25 120,Ingen,
Vuluvegen 20,42/76/0/0,16 359 000,70%,200 000 11 251 300,"1,9‰",21 377,Ingen,
Storsandtunet 0,42/88/0/0,680 000,100%,0 680 000,4‰,2 720,Ingen,
Storsand 0,42/88/0/0,5 296 000,70%,200 000 3 507 200,"1,9‰",6 663,Ingen,
Midtsandvegen 8,42/90/0/0,2 436 000,70%,200 000 1 505 200,"1,9‰",2 859,Ingen,
Midtsandvegen 6,42/91/0/0,4 340 000,70%,200 000 2 838 000,"1,9‰",5 392,Ingen,
Skansenvegen 6,42/93/0/0,4 934 000,70%,200 000 3 253 800,"1,9‰",6 182,Ingen,
Skansenvegen 8,42/94/0/0,4 934 000,70%,200 000 3 253 800,"1,9‰",6 182,Ingen,
Malvikvegen 682,42/95/0/0,6 174 000,70%,200 000 4 121 800,"1,9‰",7 831,Ingen,
Skansenvegen 10,42/98/0/0,5 632 000,70%,200 000 3 742 400,"1,9‰",7 110,Ingen,
Skansenvegen 4A,42/106/0/0,3 993 000,70%,200 000 2 595 100,"1,9‰",4 930,Ingen,
Skansenvegen 4B,42/107/0/0,3 961 000,70%,200 000 2 572 700,"1,9‰",4 888,Ingen,
Malvikvegen 801,43/1/0/0,1 389 000,70%,200 000 772 300,"1,9‰",1 467,,
Malvikvegen 813,43/2/0/0,4 018 000,70%,200 000 2 612 600,"1,9‰",4 963,Ingen,
Malvikvegen 817,43/6/0/0,4 654 000,70%,200 000 3 057 800,"1,9‰",5 809,Ingen,
Malvikvegen 805,43/7/0/0,2 736 000,70%,200 000 1 715 200,"1,9‰",3 258,Ingen,
Malvikvegen 811,43/9/0/0,2 497 000,70%,200 000 1 547 900,"1,9‰",2 941,Ingen,
Malvikvegen 809,43/10/0/0,4 804 000,70%,200 000 3 162 800,"1,9‰",6 009,Ingen,
Malvikvegen 807C,43/11/0/0,5 537 000,70%,200 000 3 675 900,"1,9‰",6 984,Ingen,
Malvikvegen 807B,43/12/0/0,5 573 000,70%,400 000 3 501 100,"1,9‰",6 652,Ingen,
Malvikvegen 819,43/13/0/0,3 297 000,70%,200 000 2 107 900,"1,9‰",4 005,Ingen,
Malvikvegen 807,43/14/0/0,3 510 000,70%,200 000 2 257 000,"1,9‰",4 288,Ingen,
Malvikvegen 815,43/17/0/0,3 333 000,70%,200 000 2 133 100,"1,9‰",4 052,Ingen,
Malvikvegen 803,43/18/0/0,2 697 000,70%,200 000 1 687 900,"1,9‰",3 207,Ingen,
Malvikvegen 821,43/19/0/0,3 768 000,70%,200 000 2 437 600,"1,9‰",4 631,Ingen,
Vuluvegen 273,43/21/0/0,2 999 000,100%,0 2 999 000,4‰,11 996,Ingen,
Vuluvegen 265,43/22/0/0,15 201 000,100%,0 15 201 000,4‰,60 804,Ingen,
Vuluvegen 263,43/29/0/0,15 400 000,100%,0 15 400 000,4‰,61 600,Ingen,
Svedalsvegen 1,44/1/0/0,1 358 000,100%,0 1 358 000,4‰,5 432,,
Svedalsvegen 1,44/1/0/0,3 004 000,70%,400 000 1 702 800,"1,9‰",3 235,,
0 0,44/1/3/0,2 133 000,100%,0 2 133 000,4‰,8 532,Ingen,
Svedalsvegen 42,44/3/0/0,2 445 000,70%,200 000 1 511 500,"1,9‰",2 871,,
Svedalsvegen 41,44/5/0/0,4 197 000,70%,200 000 2 737 900,"1,9‰",5 202,Ingen,
Midtsandvegen 17,44/6/0/0,4 565 000,70%,400 000 2 795 500,"1,9‰",5 311,Ingen,
Svedalsvegen 19,44/7/0/0,5 229 000,70%,400 000 3 260 300,"1,9‰",6 194,Ingen,
Svedalsvegen 13,44/10/0/0,2 598 000,70%,200 000 1 618 600,"1,9‰",3 075,Ingen,
Midtsandvegen 22,44/11/0/0,869 000,70%,200 000 408 300,"1,9‰",775,Ingen,
Svedalsvegen 22,44/13/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Svedalsvegen 24,44/14/0/0,5 387 000,70%,400 000 3 370 900,"1,9‰",6 404,Ingen,
Svedalsvegen 14,44/16/0/0,4 838 000,70%,200 000 3 186 600,"1,9‰",6 054,Ingen,
Svedalsvegen 16,44/17/0/0,8 062 000,70%,400 000 5 243 400,"1,9‰",9 962,Ingen,
Svedalsvegen 28,44/18/0/0,892 000,70%,200 000 424 400,"1,9‰",806,Ingen,
Svedalsvegen 11,44/19/0/0,2 717 000,70%,200 000 1 701 900,"1,9‰",3 233,Ingen,
Vuluvegen 329,44/25/0/0,375 000,70%,200 000 62 500,"1,9‰",118,Ingen,
Svedalsvegen 9,44/26/0/0,362 000,70%,200 000 53 400,"1,9‰",101,Ingen,
Midtsandvegen 13,44/27/0/0,3 512 000,70%,200 000 2 258 400,"1,9‰",4 290,Ingen,
Svedalsvegen 33,44/29/0/0,3 631 000,70%,200 000 2 341 700,"1,9‰",4 449,Ingen,
Malvikvegen 841,44/30/0/0,3 725 000,70%,200 000 2 407 500,"1,9‰",4 574,Ingen,
Midtsandvegen 15,44/33/0/0,3 458 000,70%,200 000 2 220 600,"1,9‰",4 219,Ingen,
Svedalsvegen 18,44/34/0/0,4 768 000,70%,200 000 3 137 600,"1,9‰",5 961,Ingen,
Svedalsvegen 32,44/36/0/0,3 660 000,70%,200 000 2 362 000,"1,9‰",4 487,Ingen,
Svedalsvegen 38,44/37/0/0,2 618 000,70%,200 000 1 632 600,"1,9‰",3 101,Ingen,
Svedalsvegen 25,44/38/0/0,4 481 000,70%,200 000 2 936 700,"1,9‰",5 579,Ingen,
Svedalsvegen 31,44/39/0/0,3 960 000,70%,200 000 2 572 000,"1,9‰",4 886,Ingen,
Svedalsvegen 29,44/40/0/0,4 001 000,70%,200 000 2 600 700,"1,9‰",4 941,Ingen,
Svedalsvegen 23,44/47/0/0,4 932 000,70%,200 000 3 252 400,"1,9‰",6 179,Ingen,
Svedalsvegen 30,44/48/0/0,4 577 000,70%,200 000 3 003 900,"1,9‰",5 707,Ingen,
Svedalsvegen 35,44/57/0/0,3 919 000,70%,200 000 2 543 300,"1,9‰",4 832,Ingen,
Svedalsvegen 37,44/58/0/0,5 573 000,70%,200 000 3 701 100,"1,9‰",7 032,Ingen,
40 0,44/60/0/0,525 000,100%,0 525 000,"1,9‰",997,Ingen,
Vuluvegen 325,44/65/0/0,45 091 000,100%,0 45 091 000,4‰,180 364,Ingen,
Vuluvegen 331,44/66/0/0,35 534 000,100%,0 35 534 000,4‰,142 136,Ingen,
Vuluvegen 301,44/69/0/0,46 907 000,100%,0 46 907 000,4‰,187 628,Ingen,
Malvik 0,45/1/0/0,1 607 000,70%,200 000 924 900,"1,9‰",1 757,,
Vuluvegen 335,45/7/0/0,11 825 000,100%,0 11 825 000,4‰,47 300,Ingen,
Vuluvegen 337,45/8/0/0,8 980 000,100%,0 8 980 000,4‰,35 920,Ingen,
Vuluvegen 341,45/10/0/0,21 786 000,100%,0 21 786 000,4‰,87 144,Ingen,
Vuluvegen 349,45/11/0/0,37 857 000,100%,0 37 857 000,4‰,151 428,Ingen,
Malvikvegen 883,46/1/0/0,2 489 000,70%,400 000 1 342 300,"1,9‰",2 550,,
Smiskaret 75A,46/4/0/0,1 125 000,100%,0 1 125 000,4‰,4 500,,
Smiskaret 75C,46/4/0/0,3 386 000,70%,800 000 1 570 200,"1,9‰",2 983,,
Midtsandvegen 29,46/6/0/0,5 944 000,70%,200 000 3 960 800,"1,9‰",7 525,Ingen,
Sjøtrøa 7,46/7/0/0,5 673 000,70%,400 000 3 571 100,"1,9‰",6 785,Ingen,
Malvikvegen 981,46/8/0/0,3 189 000,70%,200 000 2 032 300,"1,9‰",3 861,Ingen,
Smiskaret 16,46/10/0/0,5 342 000,70%,200 000 3 539 400,"1,9‰",6 724,Ingen,
Midtsandvegen 30,46/11/0/0,4 690 000,70%,400 000 2 883 000,"1,9‰",5 477,Ingen,
Smiskaret 1B,46/13/0/0,6 102 000,70%,200 000 4 071 400,"1,9‰",7 735,Ingen,
Smiskaret 77,46/16/0/0,6 550 000,70%,200 000 4 385 000,"1,9‰",8 331,Ingen,
Smiskaret 80B,46/17/0/0,10 640 000,70%,200 000 7 248 000,"1,9‰",13 771,Ingen,
Smiskaret 42,46/20/0/0,72 000,100%,0 72 000,"1,9‰",136,Ingen,
Smiskaret 95,46/21/0/0,1 000 000,70%,200 000 500 000,"1,9‰",950,Ingen,
Svehøgda 158,46/23/0/0,4 526 000,70%,200 000 2 968 200,"1,9‰",5 639,Ingen,
Smiskaret 71,46/26/0/0,6 534 000,70%,200 000 4 373 800,"1,9‰",8 310,Ingen,
Smiskaret 40,46/27/0/0,4 721 000,70%,200 000 3 104 700,"1,9‰",5 898,Ingen,
Malvikvegen 1001,46/29/0/0,3 376 000,70%,200 000 2 163 200,"1,9‰",4 110,Ingen,
Smiskaret 32,46/30/0/0,6 366 000,70%,200 000 4 256 200,"1,9‰",8 086,Ingen,
Malvikvegen 937,46/32/0/0,793 000,70%,200 000 355 100,"1,9‰",674,Ingen,
Smiskaret 149,46/33/0/0,3 646 000,70%,200 000 2 352 200,"1,9‰",4 469,Ingen,
Sjøtrøa 5,46/34/0/0,3 813 000,70%,200 000 2 469 100,"1,9‰",4 691,Ingen,
Stavsodden I 0,46/38/0/0,66 000,100%,0 66 000,"1,9‰",125,Ingen,
Smiskaret 3,46/40/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Smiskaret 46,46/41/0/0,5 296 000,70%,400 000 3 307 200,"1,9‰",6 283,Ingen,
Smiskaret 44,46/42/0/0,3 458 000,70%,200 000 2 220 600,"1,9‰",4 219,Ingen,
Smiskaret 10,46/43/0/0,3 539 000,70%,200 000 2 277 300,"1,9‰",4 326,Ingen,
Malvikvegen 871,46/44/0/0,3 207 000,70%,200 000 2 044 900,"1,9‰",3 885,Ingen,
Smiskaret 12B,46/47/0/0,6 181 000,70%,200 000 4 126 700,"1,9‰",7 840,Ingen,
Malvikvegen 885,46/49/0/0,5 890 000,70%,200 000 3 923 000,"1,9‰",7 453,Ingen,
Smiskaret 81,46/51/0/0,5 520 000,70%,200 000 3 664 000,"1,9‰",6 961,Ingen,
Smiskaret 93,46/52/0/0,4 885 000,70%,200 000 3 219 500,"1,9‰",6 117,Ingen,
Sveberg Hommelvik 0,46/53/0/0,4 261 000,70%,200 000 2 782 700,"1,9‰",5 287,Ingen,
Smiskaret 55,46/54/0/0,4 978 000,70%,200 000 3 284 600,"1,9‰",6 240,Ingen,
Smiskaret 80A,46/56/0/0,8 228 000,70%,200 000 5 559 600,"1,9‰",10 563,Ingen,
Smiskaret 59,46/60/0/0,5 718 000,70%,200 000 3 802 600,"1,9‰",7 224,Ingen,
Midtsandvegen 26,46/61/0/0,1 305 000,70%,200 000 713 500,"1,9‰",1 355,Ingen,
Sjøtrøa 11,46/62/0/0,18 964 000,70%,800 000 12 474 800,"1,9‰",23 702,Ingen,
Sjøtrøa 19,46/63/0/0,5 938 000,70%,200 000 3 956 600,"1,9‰",7 517,Ingen,
Sjøtrøa 21,46/64/0/0,5 239 000,70%,200 000 3 467 300,"1,9‰",6 587,Ingen,
Sjøtrøa 25,46/65/0/0,7 021 000,70%,200 000 4 714 700,"1,9‰",8 957,Ingen,
Smiskaret 74,46/66/0/0,6 550 000,70%,200 000 4 385 000,"1,9‰",8 331,Ingen,
Fjæra 0,46/67/0/0,56 000,100%,0 56 000,"1,9‰",106,Ingen,
Smiskaret 31,46/68/0/0,6 018 000,70%,200 000 4 012 600,"1,9‰",7 623,Ingen,
Smiskaret 29,46/69/0/0,5 774 000,70%,200 000 3 841 800,"1,9‰",7 299,Ingen,
Smiskaret 5,46/74/0/0,6 834 000,70%,200 000 4 583 800,"1,9‰",8 709,Ingen,
Smiskaret 7,46/75/0/0,5 965 000,70%,400 000 3 775 500,"1,9‰",7 173,Ingen,
Smiskaret 9,46/76/0/0,6 935 000,70%,200 000 4 654 500,"1,9‰",8 843,Ingen,
Smiskaret 11,46/77/0/0,7 801 000,70%,200 000 5 260 700,"1,9‰",9 995,Ingen,
Smiskaret 13A,46/78/0/0,5 325 000,70%,200 000 3 527 500,"1,9‰",6 702,Ingen,
Smiskaret 15,46/79/0/0,7 212 000,70%,400 000 4 648 400,"1,9‰",8 831,Ingen,
Smiskaret 17,46/80/0/0,6 471 000,70%,200 000 4 329 700,"1,9‰",8 226,Ingen,
Smiskaret 19,46/81/0/0,5 890 000,70%,200 000 3 923 000,"1,9‰",7 453,Ingen,
Smiskaret 21,46/82/0/0,4 977 000,70%,200 000 3 283 900,"1,9‰",6 239,Ingen,
Smiskaret 23,46/83/0/0,4 484 000,70%,400 000 2 738 800,"1,9‰",5 203,Ingen,
Smiskaret 25,46/84/0/0,6 935 000,70%,400 000 4 454 500,"1,9‰",8 463,Ingen,
Smiskaret 27,46/85/0/0,5 673 000,70%,200 000 3 771 100,"1,9‰",7 165,Ingen,
Smiskaret 33,46/86/0/0,6 471 000,70%,200 000 4 329 700,"1,9‰",8 226,Ingen,
Smiskaret 35,46/87/0/0,6 081 000,70%,400 000 3 856 700,"1,9‰",7 327,Ingen,
Smiskaret 37,46/88/0/0,5 152 000,70%,200 000 3 406 400,"1,9‰",6 472,Ingen,
Smiskaret 39,46/89/0/0,8 717 000,70%,600 000 5 501 900,"1,9‰",10 453,Ingen,
Smiskaret 41,46/90/0/0,5 065 000,70%,200 000 3 345 500,"1,9‰",6 356,Ingen,
Smiskaret 43,46/91/0/0,5 022 000,70%,400 000 3 115 400,"1,9‰",5 919,Ingen,
Smiskaret 45,46/92/0/0,4 760 000,70%,200 000 3 132 000,"1,9‰",5 950,Ingen,
Smiskaret 47,46/93/0/0,5 268 000,70%,200 000 3 487 600,"1,9‰",6 626,Ingen,
Smiskaret 49,46/94/0/0,5 342 000,70%,200 000 3 539 400,"1,9‰",6 724,Ingen,
Smiskaret 51,46/95/0/0,7 087 000,70%,200 000 4 760 900,"1,9‰",9 045,Ingen,
Smiskaret 61,46/96/0/0,5 668 000,70%,400 000 3 567 600,"1,9‰",6 778,Ingen,
Smiskaret 65,46/98/0/0,8 205 000,70%,400 000 5 343 500,"1,9‰",10 152,Ingen,
Smiskaret 67,46/99/0/0,7 137 000,70%,400 000 4 595 900,"1,9‰",8 732,Ingen,
Smiskaret 69,46/100/0/0,5 883 000,70%,400 000 3 718 100,"1,9‰",7 064,Ingen,
Smiskaret 79,46/101/0/0,8 854 000,70%,400 000 5 797 800,"1,9‰",11 015,Ingen,
Smiskaret 85,46/103/0/0,6 986 000,70%,400 000 4 490 200,"1,9‰",8 531,Ingen,
Smiskaret 89,46/106/0/0,7 825 000,70%,400 000 5 077 500,"1,9‰",9 647,Ingen,
Smiskaret 91,46/107/0/0,6 782 000,70%,200 000 4 547 400,"1,9‰",8 640,Ingen,
Smiskaret 99,46/108/0/0,5 883 000,70%,200 000 3 918 100,"1,9‰",7 444,Ingen,
Smiskaret 101,46/109/0/0,6 260 000,70%,200 000 4 182 000,"1,9‰",7 945,Ingen,
Smiskaret 103,46/110/0/0,7 037 000,70%,400 000 4 525 900,"1,9‰",8 599,Ingen,
Smiskaret 105,46/111/0/0,6 679 000,70%,200 000 4 475 300,"1,9‰",8 503,Ingen,
Smiskaret 107,46/112/0/0,7 411 000,70%,400 000 4 787 700,"1,9‰",9 096,Ingen,
Smiskaret 109,46/113/0/0,6 154 000,70%,200 000 4 107 800,"1,9‰",7 804,Ingen,
Smiskaret 111,46/114/0/0,6 090 000,70%,400 000 3 863 000,"1,9‰",7 339,Ingen,
Smiskaret 113,46/115/0/0,6 181 000,70%,200 000 4 126 700,"1,9‰",7 840,Ingen,
Smiskaret 115,46/116/0/0,5 808 000,70%,400 000 3 665 600,"1,9‰",6 964,Ingen,
Smiskaret 117,46/117/0/0,6 782 000,70%,200 000 4 547 400,"1,9‰",8 640,Ingen,
Smiskaret 119,46/118/0/0,5 718 000,70%,200 000 3 802 600,"1,9‰",7 224,Ingen,
Smiskaret 121,46/119/0/0,6 834 000,70%,400 000 4 383 800,"1,9‰",8 329,Ingen,
Smiskaret 123,46/120/0/0,5 495 000,70%,200 000 3 646 500,"1,9‰",6 928,Ingen,
