Adresse,Eiendom,Takst,Skattenivå,Bunnfradrag,Grunnlag,Promillesats,Skatt,Fritak
Torpvegen 35B,12/31/0/0,5 243 000,70%,400 000 3 270 100,"1,9‰",6 213,Ingen,
Hasetvegen 2,12/32/0/0,4 960 000,70%,400 000 3 072 000,"1,9‰",5 836,Ingen,
30 0,12/33/0/0,300 000,100%,0 300 000,"1,9‰",570,Ingen,
Hasetvegen 4,12/35/0/0,2 756 000,70%,200 000 1 729 200,"1,9‰",3 285,Ingen,
Hasetvegen 85,12/38/0/0,2 395 000,70%,200 000 1 476 500,"1,9‰",2 805,Ingen,
Forbordvegen 186,13/1/0/0,2 289 000,70%,400 000 1 202 300,"1,9‰",2 284,,
Forbordvegen 191,13/2/0/0,1 170 000,70%,200 000 619 000,"1,9‰",1 176,,
Forbordvegen 210,13/3/0/0,1 366 000,70%,200 000 756 200,"1,9‰",1 436,,
Forbordvegen 190,13/5/0/0,4 357 000,70%,400 000 2 649 900,"1,9‰",5 034,Ingen,
Forbordvegen 177,13/6/0/0,658 000,70%,200 000 260 600,"1,9‰",495,Ingen,
Forbordvegen 207,13/8/0/0,2 871 000,70%,200 000 1 809 700,"1,9‰",3 438,Ingen,
Forbordvegen 168,13/9/0/0,180 000,100%,0 180 000,"1,9‰",342,Ingen,
Forbordvegen 205,13/10/0/0,4 065 000,70%,200 000 2 645 500,"1,9‰",5 026,Ingen,
Forbordvegen 179,13/13/0/0,2 497 000,70%,200 000 1 547 900,"1,9‰",2 941,Ingen,
Forbordvegen 209,13/14/0/0,3 614 000,70%,200 000 2 329 800,"1,9‰",4 426,Ingen,
Forbordvegen 183,13/15/0/0,3 952 000,70%,200 000 2 566 400,"1,9‰",4 876,Ingen,
Forbordvegen 211,13/16/0/0,2 183 000,70%,200 000 1 328 100,"1,9‰",2 523,Ingen,
Forbordvegen 215,13/18/0/0,3 952 000,70%,200 000 2 566 400,"1,9‰",4 876,Ingen,
Forbordvegen 213,13/19/0/0,3 751 000,70%,200 000 2 425 700,"1,9‰",4 608,Ingen,
Forbordvegen 175,13/20/0/0,2 985 000,70%,200 000 1 889 500,"1,9‰",3 590,Ingen,
Forbordvegen 199,13/21/0/0,3 023 000,70%,200 000 1 916 100,"1,9‰",3 640,Ingen,
Forbordvegen 181,13/22/0/0,3 243 000,70%,200 000 2 070 100,"1,9‰",3 933,Ingen,
Forbordvegen 166A,13/24/0/0,3 386 000,70%,200 000 2 170 200,"1,9‰",4 123,Ingen,
Forbordvegen 217,13/25/0/0,3 614 000,70%,200 000 2 329 800,"1,9‰",4 426,Ingen,
Forbordvegen 197,13/26/0/0,3 404 000,70%,200 000 2 182 800,"1,9‰",4 147,Ingen,
Sagtomta 0,13/27/0/0,165 000,100%,0 165 000,"1,9‰",313,Ingen,
Forbordvegen 189,13/28/0/0,3 115 000,70%,200 000 1 980 500,"1,9‰",3 762,Ingen,
Forbordvegen 166B,13/31/0/0,3 683 000,70%,200 000 2 378 100,"1,9‰",4 518,Ingen,
Forbordvegen 170,13/34/0/0,4 175 000,70%,200 000 2 722 500,"1,9‰",5 172,Ingen,
Forbordvegen 168,13/35/0/0,4 151 000,70%,200 000 2 705 700,"1,9‰",5 140,Ingen,
Forbordvegen 201B,13/36/0/1,3 877 000,70%,200 000 2 513 900,"1,9‰",4 776,Ingen,
Forbordvegen 201A,13/36/0/2,3 406 000,70%,200 000 2 184 200,"1,9‰",4 149,Ingen,
Forbordvegen 203,13/37/0/0,6 087 000,70%,200 000 4 060 900,"1,9‰",7 715,Ingen,
Forbordvegen 219,13/39/0/0,1 231 000,70%,200 000 661 700,"1,9‰",1 257,Ingen,
Forbordvegen 258,14/1/0/0,3 472 000,70%,400 000 2 030 400,"1,9‰",3 857,,
Markabygdvegen 571,14/2/0/0,1 368 000,70%,400 000 557 600,"1,9‰",1 059,,
Forbordvegen 220,14/3/0/0,5 180 000,70%,200 000 3 426 000,"1,9‰",6 509,Ingen,
Forbordvegen 301,14/4/0/0,1 853 000,70%,200 000 1 097 100,"1,9‰",2 084,,
Hestsjøen 22,14/6/0/0,500 000,70%,200 000 150 000,"1,9‰",285,Ingen,
Forbordvegen 229,14/9/0/0,1 962 000,70%,200 000 1 173 400,"1,9‰",2 229,Ingen,
Hestsjøen 20,14/11/0/0,662 000,70%,200 000 263 400,"1,9‰",500,Ingen,
Forbordvegen 227,14/12/0/0,3 422 000,70%,200 000 2 195 400,"1,9‰",4 171,Ingen,
Hestsjøen 6,14/14/0/0,566 000,70%,200 000 196 200,"1,9‰",372,Ingen,
Hestsjøen 2,14/15/0/0,726 000,70%,200 000 308 200,"1,9‰",585,Ingen,
Forbordvegen 386,14/17/0/0,3 545 000,70%,200 000 2 281 500,"1,9‰",4 334,Ingen,
Hestsjøen 5,14/19/0/0,1 028 000,70%,200 000 519 600,"1,9‰",987,Ingen,
Hestsjøen 4,14/20/0/0,1 461 000,70%,200 000 822 700,"1,9‰",1 563,Ingen,
Hestsjøen 3,14/21/0/0,1 092 000,70%,200 000 564 400,"1,9‰",1 072,Ingen,
Hestsjøen 18,14/23/0/0,421 000,70%,200 000 94 700,"1,9‰",179,Ingen,
Hestsjøen 16,14/24/0/0,536 000,70%,200 000 175 200,"1,9‰",332,Ingen,
Hestsjøen 14,14/25/0/0,1 144 000,70%,200 000 600 800,"1,9‰",1 141,Ingen,
Hestsjøen 12,14/27/0/0,591 000,70%,200 000 213 700,"1,9‰",406,Ingen,
Hestsjøen 7,14/32/0/0,827 000,70%,200 000 378 900,"1,9‰",719,Ingen,
Hestsjøen 10,14/33/0/0,1 117 000,70%,200 000 581 900,"1,9‰",1 105,Ingen,
Hestsjøen 15,14/34/0/0,1 467 000,70%,200 000 826 900,"1,9‰",1 571,Ingen,
Hestsjøen 17,14/35/0/0,1 155 000,70%,200 000 608 500,"1,9‰",1 156,Ingen,
Hestsjøen 30,14/36/0/0,708 000,70%,200 000 295 600,"1,9‰",561,Ingen,
Hestsjøen 9,14/37/0/0,425 000,70%,200 000 97 500,"1,9‰",185,Ingen,
Hestsjøen 1,14/40/0/0,904 000,70%,200 000 432 800,"1,9‰",822,Ingen,
Hestsjøen 32,14/42/0/0,638 000,70%,200 000 246 600,"1,9‰",468,Ingen,
Hestsjøen 8,14/44/0/0,770 000,70%,200 000 339 000,"1,9‰",644,Ingen,
Forbordvegen 384,14/45/0/0,4 623 000,70%,400 000 2 836 100,"1,9‰",5 388,Ingen,
Forbordvegen 226,14/46/0/0,4 197 000,70%,200 000 2 737 900,"1,9‰",5 202,Ingen,
Forbordvegen 225,14/47/0/0,4 277 000,70%,200 000 2 793 900,"1,9‰",5 308,Ingen,
Forbordvegen 284B,14/48/0/0,3 363 000,70%,400 000 1 954 100,"1,9‰",3 712,Ingen,
Forbordvegen 284A,14/49/0/0,3 034 000,70%,200 000 1 923 800,"1,9‰",3 655,Ingen,
Markabygdvegen 563,14/51/0/0,3 734 000,70%,200 000 2 413 800,"1,9‰",4 586,Ingen,
Forbordvegen 240,14/52/0/0,3 683 000,70%,200 000 2 378 100,"1,9‰",4 518,Ingen,
Forbordvegen 280,14/53/0/0,3 572 000,70%,200 000 2 300 400,"1,9‰",4 370,Ingen,
Forbordvegen 282,14/54/0/0,4 592 000,70%,200 000 3 014 400,"1,9‰",5 727,Ingen,
Forbordvegen 228,14/55/0/0,3 960 000,70%,200 000 2 572 000,"1,9‰",4 886,Ingen,
Forbordvegen 238,14/56/0/0,4 210 000,70%,200 000 2 747 000,"1,9‰",5 219,Ingen,
Forbordvegen 286,14/58/0/0,4 808 000,70%,200 000 3 165 600,"1,9‰",6 014,Ingen,
Forbordvegen 288,14/59/0/0,5 243 000,70%,200 000 3 470 100,"1,9‰",6 593,Ingen,
Markabygdvegen 561,14/64/0/0,2 736 000,70%,200 000 1 715 200,"1,9‰",3 258,Ingen,
Forbordvegen 292,14/67/0/0,7 622 000,70%,400 000 4 935 400,"1,9‰",9 377,Ingen,
Forbordvegen 388,14/71/0/0,7 103 000,70%,400 000 4 572 100,"1,9‰",8 686,Ingen,
Markabygdvegen 386,15/1/0/0,1 117 000,70%,200 000 581 900,"1,9‰",1 105,,
Markabygdvegen 538,15/2/0/0,676 000,70%,200 000 273 200,"1,9‰",519,Ingen,
Markabygdvegen 536,15/4/0/0,456 000,70%,200 000 119 200,"1,9‰",226,Ingen,
Leistadvegen 6,16/1/0/0,2 088 000,70%,400 000 1 061 600,"1,9‰",2 017,,
Leistadvegen 12,16/2/0/0,2 194 000,70%,600 000 935 800,"1,9‰",1 778,,
Leistadvegen 15,16/4/0/0,3 852 000,70%,200 000 2 496 400,"1,9‰",4 743,Ingen,
Leistadvegen 13,16/5/0/0,1 108 000,100%,0 1 108 000,4‰,4 432,Ingen,
4 0,16/6/0/0,241 000,100%,0 241 000,"1,9‰",457,Ingen,
Leistadvegen 14,16/7/0/0,4 325 000,70%,400 000 2 627 500,"1,9‰",4 992,Ingen,
Leistad Øvre Vikhamar 0,17/1/0/0,2 551 000,70%,400 000 1 385 700,"1,9‰",2 632,,
Vikhammermovegen 5,18/1/0/0,3 579 000,70%,400 000 2 105 300,"1,9‰",4 000,Ingen,
Naustmarka 13,18/2/0/0,4 908 000,70%,200 000 3 235 600,"1,9‰",6 147,Ingen,
Naustmarka 11,18/5/0/0,9 267 000,70%,200 000 6 286 900,"1,9‰",11 945,Ingen,
Naustmarka 15,18/6/0/0,9 952 000,70%,400 000 6 566 400,"1,9‰",12 476,Ingen,
Vikhammermovegen 1,19/1/0/0,3 005 000,70%,600 000 1 503 500,"1,9‰",2 856,,
Leistadvegen 3,19/3/0/0,2 795 000,70%,200 000 1 756 500,"1,9‰",3 337,Ingen,
Leistadvegen 1,19/4/0/0,962 000,70%,200 000 473 400,"1,9‰",899,Ingen,
Vikhammermovegen 9,19/7/0/0,405 000,70%,200 000 83 500,"1,9‰",158,Ingen,
Vikhammerdalen 1,20/1/0/0,1 833 000,70%,200 000 1 083 100,"1,9‰",2 057,,
Markabygdvegen 99,21/1/0/0,3 150 000,70%,400 000 1 805 000,"1,9‰",3 429,,
Markabygdvegen 83,21/2/0/0,8 846 000,70%,400 000 5 792 200,"1,9‰",11 005,Ingen,
Aunkleiva 9,21/3/0/0,6 018 000,70%,200 000 4 012 600,"1,9‰",7 623,Ingen,
Aunkleiva 8,21/4/0/0,7 200 000,70%,200 000 4 840 000,"1,9‰",9 196,Ingen,
Aunkleiva 13,21/5/0/0,5 207 000,70%,200 000 3 444 900,"1,9‰",6 545,Ingen,
Aunkleiva 11,21/6/0/0,6 722 000,70%,400 000 4 305 400,"1,9‰",8 180,Ingen,
Auntrøa 18,21/7/0/0,5 717 000,70%,400 000 3 601 900,"1,9‰",6 843,Ingen,
Aunkleiva 15,21/8/0/0,4 086 000,70%,200 000 2 660 200,"1,9‰",5 054,Ingen,
Auntrøa 1,21/10/0/0,6 621 000,70%,400 000 4 234 700,"1,9‰",8 045,Ingen,
Auntrøa 3,21/11/0/0,7 849 000,70%,200 000 5 294 300,"1,9‰",10 059,Ingen,
Auntrøa 7,21/13/0/0,6 731 000,70%,200 000 4 511 700,"1,9‰",8 572,Ingen,
Auntrøa 9,21/14/0/0,4 838 000,70%,200 000 3 186 600,"1,9‰",6 054,Ingen,
Auntrøa 16,21/15/0/0,5 933 000,70%,400 000 3 753 100,"1,9‰",7 130,Ingen,
Auntrøa 14,21/16/0/0,4 978 000,70%,200 000 3 284 600,"1,9‰",6 240,Ingen,
Auntrøa 8,21/17/0/0,8 539 000,70%,400 000 5 577 300,"1,9‰",10 596,Ingen,
Auntrøa 12,21/18/0/0,7 337 000,70%,200 000 4 935 900,"1,9‰",9 378,Ingen,
Auntrøa 10,21/19/0/0,4 649 000,70%,200 000 3 054 300,"1,9‰",5 803,Ingen,
Aunkleiva 2,21/21/0/0,7 287 000,70%,400 000 4 700 900,"1,9‰",8 931,Ingen,
Aunkleiva 4B,21/22/0/1,2 835 000,70%,200 000 1 784 500,"1,9‰",3 390,Ingen,
Aunkleiva 4C,21/22/0/2,2 835 000,70%,200 000 1 784 500,"1,9‰",3 390,Ingen,
Aunkleiva 4A,21/22/0/3,2 736 000,70%,200 000 1 715 200,"1,9‰",3 258,Ingen,
Aunkleiva 6B,21/23/0/1,4 372 000,70%,200 000 2 860 400,"1,9‰",5 434,Ingen,
Aunkleiva 6A,21/23/0/2,4 179 000,70%,200 000 2 725 300,"1,9‰",5 178,Ingen,
Aunkleiva 7B,21/24/0/1,2 868 000,70%,200 000 1 807 600,"1,9‰",3 434,Ingen,
Aunkleiva 7A,21/24/0/2,2 868 000,70%,200 000 1 807 600,"1,9‰",3 434,Ingen,
Aunkleiva 7C,21/24/0/3,2 669 000,70%,200 000 1 668 300,"1,9‰",3 169,Ingen,
Aunkleiva 5B,21/25/0/1,4 308 000,70%,200 000 2 815 600,"1,9‰",5 349,Ingen,
Aunkleiva 5C,21/25/0/2,6 054 000,70%,200 000 4 037 800,"1,9‰",7 671,Ingen,
Aunkleiva 5A,21/25/0/4,2 769 000,70%,200 000 1 738 300,"1,9‰",3 302,Ingen,
Aunkleiva 3,21/26/0/0,7 460 000,70%,200 000 5 022 000,"1,9‰",9 541,Ingen,
Aunkleiva 1,21/27/0/0,9 504 000,70%,600 000 6 052 800,"1,9‰",11 500,Ingen,
Auntrøa 6,21/29/0/0,7 793 000,70%,400 000 5 055 100,"1,9‰",9 604,Ingen,
Auntrøa 4,21/30/0/0,6 419 000,70%,200 000 4 293 300,"1,9‰",8 157,Ingen,
Auntrøa 2,21/31/0/0,8 299 000,70%,200 000 5 609 300,"1,9‰",10 657,Ingen,
Markabygdvegen 165,22/1/0/0,1 676 000,70%,400 000 773 200,"1,9‰",1 469,,
Leistadvegen 7,22/3/0/0,8 517 000,70%,400 000 5 561 900,"1,9‰",10 567,Ingen,
Leistadvegen 9,22/9/0/0,2 374 000,70%,200 000 1 461 800,"1,9‰",2 777,Ingen,
Markabygdvegen 164,22/12/0/0,2 335 000,70%,200 000 1 434 500,"1,9‰",2 725,Ingen,
Markabygdvegen 189,23/1/0/0,2 044 000,70%,400 000 1 030 800,"1,9‰",1 958,,
Markabygdvegen 1118,23/2/0/0,1 435 000,70%,200 000 804 500,"1,9‰",1 528,,
Markabygdvegen 1110,23/4/0/0,3 222 000,70%,400 000 1 855 400,"1,9‰",3 525,,
Markabygdvegen 271,23/6/0/0,858 000,70%,200 000 400 600,"1,9‰",761,,
Markabygdvegen 272,23/10/0/0,3 734 000,70%,200 000 2 413 800,"1,9‰",4 586,Ingen,
Markabygdvegen 1114,23/13/0/0,3 614 000,70%,200 000 2 329 800,"1,9‰",4 426,Ingen,
Markabygdvegen 365,24/1/0/0,1 539 000,70%,400 000 677 300,"1,9‰",1 286,,
Markabygdvegen 327,24/4/0/0,4 710 000,70%,200 000 3 097 000,"1,9‰",5 884,Ingen,
Markabygdvegen 311,24/6/0/0,2 096 000,70%,200 000 1 267 200,"1,9‰",2 407,Ingen,
Markabygdvegen 325,24/19/0/0,3 785 000,70%,200 000 2 449 500,"1,9‰",4 654,Ingen,
Markabygdvegen 329,24/22/0/0,4 787 000,70%,200 000 3 150 900,"1,9‰",5 986,Ingen,
Markabygdvegen 385,25/1/0/0,2 383 000,70%,600 000 1 068 100,"1,9‰",2 029,,
Bromsetåsen 40,25/1/4/0,1 489 000,70%,200 000 842 300,"1,9‰",1 600,Ingen,
Markabygdvegen 375,25/2/0/0,993 000,70%,400 000 295 100,"1,9‰",560,,
Markabygdvegen 420,25/3/0/0,1 283 000,70%,400 000 498 100,"1,9‰",946,,
Markabygdvegen 552,25/6/0/0,3 029 000,70%,200 000 1 920 300,"1,9‰",3 648,Ingen,
Markabygdvegen 546,25/7/0/0,2 814 000,70%,200 000 1 769 800,"1,9‰",3 362,Ingen,
Markabygdvegen 548,25/9/0/0,2 795 000,70%,200 000 1 756 500,"1,9‰",3 337,Ingen,
Markabygdvegen 331,25/10/0/0,4 309 000,70%,200 000 2 816 300,"1,9‰",5 350,Ingen,
Bromsetåsen 10,25/11/0/0,1 685 000,70%,200 000 979 500,"1,9‰",1 861,Ingen,
Markabygdvegen 547,25/12/0/0,599 000,70%,200 000 219 300,"1,9‰",416,Ingen,
Forbordvegen 390,25/13/0/0,2 311 000,70%,200 000 1 417 700,"1,9‰",2 693,Ingen,
Markabygdvegen 545,25/15/0/0,383 000,70%,200 000 68 100,"1,9‰",129,Ingen,
Markabygdvegen 549,25/16/0/0,472 000,70%,200 000 130 400,"1,9‰",247,Ingen,
Forbordvegen 392,25/20/0/0,3 439 000,70%,200 000 2 207 300,"1,9‰",4 193,Ingen,
Markabygdvegen 411,25/24/0/0,2 929 000,70%,200 000 1 850 300,"1,9‰",3 515,Ingen,
Bromsetåsen 50,25/26/0/0,3 683 000,70%,200 000 2 378 100,"1,9‰",4 518,Ingen,
Markabygdvegen 470,25/27/0/0,4 036 000,70%,600 000 2 225 200,"1,9‰",4 227,Ingen,
Bromsetåsen 14,25/28/0/0,646 000,70%,200 000 252 200,"1,9‰",479,Ingen,
Markabygdvegen 321,25/30/0/0,2 795 000,70%,200 000 1 756 500,"1,9‰",3 337,Ingen,
Bromsetåsen 45,25/31/0/0,799 000,70%,200 000 359 300,"1,9‰",682,Ingen,
Markabygdvegen 485,25/32/0/0,590 000,70%,200 000 213 000,"1,9‰",404,Ingen,
Markabygdvegen 392,25/33/0/0,2 736 000,70%,200 000 1 715 200,"1,9‰",3 258,Ingen,
Markabygdvegen 408,25/34/0/0,2 497 000,70%,200 000 1 547 900,"1,9‰",2 941,Ingen,
Markabygdvegen 410,25/35/0/0,3 665 000,70%,200 000 2 365 500,"1,9‰",4 494,Ingen,
Bromsetåsen 48,25/36/0/0,2 598 000,70%,200 000 1 618 600,"1,9‰",3 075,Ingen,
Bromsetåsen 47,25/37/0/0,2 397 000,70%,200 000 1 477 900,"1,9‰",2 808,Ingen,
Markabygdvegen 323,25/38/0/0,3 562 000,70%,200 000 2 293 400,"1,9‰",4 357,Ingen,
Heimro I 0,25/43/0/0,62 000,100%,0 62 000,"1,9‰",117,Ingen,
Markabygdvegen 521,25/45/0/0,918 000,70%,200 000 442 600,"1,9‰",840,Ingen,
Markabygdvegen 550,25/46/0/0,1 113 000,70%,200 000 579 100,"1,9‰",1 100,Ingen,
Markabygdvegen 364,25/50/0/0,6 082 000,70%,200 000 4 057 400,"1,9‰",7 709,Ingen,
Markabygdvegen 901,26/1/0/0,3 013 000,70%,600 000 1 509 100,"1,9‰",2 867,,
Markabygdvegen 921,26/2/0/0,2 709 000,70%,400 000 1 496 300,"1,9‰",2 842,,
Bromsetåsen 64,26/4/0/0,6 049 000,70%,200 000 4 034 300,"1,9‰",7 665,Ingen,
Bromset Østre 0,26/5/0/0,143 000,100%,0 143 000,"1,9‰",271,Ingen,
Markabygdvegen 761,26/6/0/0,529 000,70%,200 000 170 300,"1,9‰",323,Ingen,
Bromsetåsen 63,26/7/0/0,3 500 000,70%,200 000 2 250 000,"1,9‰",4 275,Ingen,
Bromsetåsen 90,26/8/0/0,4 792 000,70%,400 000 2 954 400,"1,9‰",5 613,Ingen,
Bromsetåsen 77,26/9/0/0,1 031 000,70%,200 000 521 700,"1,9‰",991,Ingen,
Bromsetåsen 75,26/11/0/0,2 140 000,70%,200 000 1 298 000,"1,9‰",2 466,Ingen,
Bromsetåsen 65,26/14/0/0,4 051 000,70%,400 000 2 435 700,"1,9‰",4 627,Ingen,
Markabygdvegen 763,26/16/0/0,420 000,70%,200 000 94 000,"1,9‰",178,Ingen,
Markabygdvegen 765,26/17/0/0,562 000,70%,200 000 193 400,"1,9‰",367,Ingen,
Bromsetåsen 100,26/19/0/0,3 351 000,70%,200 000 2 145 700,"1,9‰",4 076,Ingen,
Markabygdvegen 795,26/21/0/0,8 663 000,70%,600 000 5 464 100,"1,9‰",10 381,Ingen,
Markabygdvegen 870,27/1/0/0,2 350 000,70%,400 000 1 245 000,"1,9‰",2 365,,
Markabygdvegen 876,27/1/2/0,525 000,70%,200 000 167 500,"1,9‰",318,Ingen,
Herjuanvegen 151,27/2/0/0,4 034 000,70%,200 000 2 623 800,"1,9‰",4 985,Ingen,
Herjuanvegen 189,27/7/0/0,3 261 000,70%,200 000 2 082 700,"1,9‰",3 957,Ingen,
Markabygdvegen 882,27/8/0/0,373 000,70%,200 000 61 100,"1,9‰",116,Ingen,
Markabygdvegen 874,27/9/0/0,383 000,70%,200 000 68 100,"1,9‰",129,Ingen,
Herjuanvegen 22,33/1/0/0,1 499 000,70%,200 000 849 300,"1,9‰",1 613,,
Herjuanvegen 33,33/2/0/0,579 000,100%,0 579 000,4‰,2 316,,
Herjuanvegen 33,33/2/0/0,1 834 000,70%,200 000 1 083 800,"1,9‰",2 059,,
Markabygdvegen 714,33/3/0/0,2 228 000,70%,400 000 1 159 600,"1,9‰",2 203,,
Herjuvatnet 12,33/5/0/0,60 000,100%,0 60 000,"1,9‰",114,Ingen,
Herjuanvegen 91,33/6/0/0,2 230 000,70%,400 000 1 161 000,"1,9‰",2 205,,
Herjuvatnet 10,33/7/0/0,486 000,70%,200 000 140 200,"1,9‰",266,Ingen,
Herjuvatnet 14,33/8/0/0,792 000,70%,200 000 354 400,"1,9‰",673,Ingen,
Markabygdvegen 720,33/11/0/0,497 000,70%,200 000 147 900,"1,9‰",281,Ingen,
Herjuvatnet 16,33/13/0/0,540 000,70%,200 000 178 000,"1,9‰",338,Ingen,
Herjuvatnet 6,33/14/0/0,457 000,70%,200 000 119 900,"1,9‰",227,Ingen,
Herjuanvegen 30,33/15/0/0,764 000,70%,200 000 334 800,"1,9‰",636,Ingen,
Herjuvatnet 8,33/17/0/0,510 000,70%,200 000 157 000,"1,9‰",298,Ingen,
Herjuanvegen 154,33/19/0/0,1 341 000,70%,200 000 738 700,"1,9‰",1 403,Ingen,
Herjuanvegen 152,33/20/0/0,1 189 000,70%,200 000 632 300,"1,9‰",1 201,Ingen,
Herjuanvegen 164,33/21/0/0,717 000,70%,200 000 301 900,"1,9‰",573,Ingen,
Herjuanvegen 140,33/22/0/0,3 700 000,70%,200 000 2 390 000,"1,9‰",4 541,Ingen,
Herjuanvegen 142,33/27/0/0,777 000,70%,200 000 343 900,"1,9‰",653,Ingen,
Herjuanvegen 144,33/28/0/0,1 548 000,70%,200 000 883 600,"1,9‰",1 678,Ingen,
Herjuanvegen 134,33/29/0/0,787 000,70%,200 000 350 900,"1,9‰",666,Ingen,
Herjuanvegen 162,33/30/0/0,625 000,70%,200 000 237 500,"1,9‰",451,Ingen,
Herjuanvegen 160,33/31/0/0,709 000,70%,200 000 296 300,"1,9‰",562,Ingen,
Herjuanvegen 158,33/32/0/0,644 000,70%,200 000 250 800,"1,9‰",476,Ingen,
Markabygdvegen 697,33/33/0/0,2 966 000,70%,200 000 1 876 200,"1,9‰",3 564,Ingen,
Herjuanvegen 61,33/34/0/0,3 170 000,70%,200 000 2 019 000,"1,9‰",3 836,Ingen,
Herjuanvegen 148,33/36/0/0,629 000,70%,200 000 240 300,"1,9‰",456,Ingen,
Markabygdvegen 793,33/37/0/0,4 483 000,70%,400 000 2 738 100,"1,9‰",5 202,Ingen,
Herjuanvegen 86,33/38/0/0,2 717 000,70%,200 000 1 701 900,"1,9‰",3 233,Ingen,
Herjuvatnet 4,33/39/0/0,691 000,70%,200 000 283 700,"1,9‰",539,Ingen,
Herjuanvegen 66,33/41/0/0,2 598 000,70%,200 000 1 618 600,"1,9‰",3 075,Ingen,
Markabygdvegen 700,33/46/0/0,393 000,100%,0 393 000,"1,9‰",746,Ingen,
Herjuanvegen 32,33/48/0/0,882 000,70%,200 000 417 400,"1,9‰",793,Ingen,
Herjuanvegen 156,33/50/0/0,873 000,70%,200 000 411 100,"1,9‰",781,Ingen,
Markabygdvegen 690,33/52/0/0,773 000,70%,200 000 341 100,"1,9‰",648,Ingen,
Markabygdvegen 791,33/53/0/0,3 852 000,70%,200 000 2 496 400,"1,9‰",4 743,Ingen,
Markabygdvegen 703,34/1/0/0,2 431 000,70%,400 000 1 301 700,"1,9‰",2 473,,
Hønstadvegen 207,34/5/0/0,1 227 000,70%,200 000 658 900,"1,9‰",1 251,,
Markabygdvegen 710,34/6/0/0,1 053 000,70%,400 000 337 100,"1,9‰",640,Ingen,
Hønstadvegen 149,34/7/0/0,459 000,70%,200 000 121 300,"1,9‰",230,Ingen,
Markabygdvegen 712,34/9/0/0,1 059 000,70%,200 000 541 300,"1,9‰",1 028,Ingen,
Hønstadvegen 31,35/2/0/0,2 200 000,70%,400 000 1 140 000,"1,9‰",2 166,,
Hønstadvegen 60,35/3/0/0,629 000,70%,200 000 240 300,"1,9‰",456,,
Hønstadvegen 28A,35/6/0/0,1 941 000,70%,200 000 1 158 700,"1,9‰",2 201,,
Hønstadvegen 23,35/8/0/0,1 026 000,70%,200 000 518 200,"1,9‰",984,Ingen,
Trollhaugen 2 0,35/10/0/0,612 000,70%,200 000 228 400,"1,9‰",433,Ingen,
Hønstadvegen 58,35/11/0/0,788 000,70%,200 000 351 600,"1,9‰",668,Ingen,
Oppsjøen 8,35/12/0/0,1 386 000,70%,200 000 770 200,"1,9‰",1 463,Ingen,
Markabygdvegen 686,35/14/0/0,1 225 000,70%,200 000 657 500,"1,9‰",1 249,Ingen,
Oppsjøen 12,35/15/0/0,850 000,70%,200 000 395 000,"1,9‰",750,Ingen,
Hønstadvegen 62,35/18/0/0,1 179 000,70%,200 000 625 300,"1,9‰",1 188,Ingen,
Markabygdvegen 688,35/19/0/0,1 106 000,70%,200 000 574 200,"1,9‰",1 090,Ingen,
Markabygdvegen 684,35/20/0/0,810 000,70%,200 000 367 000,"1,9‰",697,Ingen,
Hønstadvegen 50,35/26/0/0,362 000,70%,200 000 53 400,"1,9‰",101,Ingen,
Hønstadvegen 76,35/27/0/0,803 000,70%,200 000 362 100,"1,9‰",687,Ingen,
Hønstadvegen 81,35/28/0/0,912 000,70%,200 000 438 400,"1,9‰",832,Ingen,
Hønstadvegen 83,35/29/0/0,631 000,70%,200 000 241 700,"1,9‰",459,Ingen,
Markabygdvegen 651,35/30/0/0,370 000,70%,200 000 59 000,"1,9‰",112,Ingen,
Hønstadvegen 70,35/31/0/0,64 000,100%,0 64 000,"1,9‰",121,Ingen,
Hønstadvegen 72,35/32/0/0,1 227 000,70%,200 000 658 900,"1,9‰",1 251,Ingen,
Hønstadvegen 79,35/33/0/0,553 000,70%,200 000 187 100,"1,9‰",355,Ingen,
Markabygdvegen 692,35/34/0/0,2 847 000,70%,200 000 1 792 900,"1,9‰",3 406,Ingen,
Hønstadvegen 85,35/35/0/0,617 000,70%,200 000 231 900,"1,9‰",440,Ingen,
Hønstadvegen 64,35/36/0/0,1 412 000,70%,200 000 788 400,"1,9‰",1 497,Ingen,
Markabygdvegen 625,35/37/0/0,518 000,70%,200 000 162 600,"1,9‰",308,Ingen,
Hønstadvegen 87,35/38/0/0,718 000,70%,200 000 302 600,"1,9‰",574,Ingen,
Markabygdvegen 696,35/39/0/0,759 000,70%,200 000 331 300,"1,9‰",629,Ingen,
Markabygdvegen 680,35/40/0/0,635 000,70%,200 000 244 500,"1,9‰",464,Ingen,
Hønstadvegen 74,35/41/0/0,475 000,70%,200 000 132 500,"1,9‰",251,Ingen,
Oppsjøen 6,35/42/0/0,460 000,70%,200 000 122 000,"1,9‰",231,Ingen,
Hønstadvegen 27,35/43/0/0,756 000,70%,200 000 329 200,"1,9‰",625,Ingen,
Hønstadvegen 29,35/44/0/0,596 000,70%,200 000 217 200,"1,9‰",412,Ingen,
Hønstadvegen 45,35/45/0/1,2 871 000,70%,200 000 1 809 700,"1,9‰",3 438,Ingen,
Hønstadvegen 45,35/45/0/2,3 585 000,70%,200 000 2 309 500,"1,9‰",4 388,Ingen,
